"Jahr";"Monat";"Bundesland";"Temperatur";"Niederschlag";"Sonnendauer"
1934;11;"Schleswig.Holstein";5.75;69.1;NA
1934;11;"Saarland";3.72;56.8;NA
1934;11;"Sachsen";3.91;90.3;NA
1934;11;"Sachsen.Anhalt";4.86;38.9;NA
1934;11;"Thueringen.Sachsen.Anhalt";4.26;42.2;NA
1934;11;"Thueringen";3.49;46.3;NA
1934;11;"Deutschland";4.07;49.4;NA
1934;12;"Brandenburg.Berlin";4.2;29.2;NA
1934;12;"Brandenburg";4.19;29.2;NA
1934;12;"Baden.Wuerttemberg";4.48;55.7;NA
1934;12;"Bayern";4;54.5;NA
1934;12;"Hessen";5.32;55.9;NA
1934;12;"Mecklenburg.Vorpommern";3.96;35.3;NA
1934;12;"Niedersachsen";5.46;57.1;NA
1934;12;"Niedersachsen.Hamburg.Bremen";5.45;56.8;NA
1934;12;"Nordrhein.Westfalen";6.59;80.8;NA
1934;12;"Rheinland.Pfalz";5.62;70.2;NA
1934;12;"Schleswig.Holstein";4.89;48.7;NA
1934;12;"Saarland";5.67;102.3;NA
1934;12;"Sachsen";4.68;26.3;NA
1934;12;"Sachsen.Anhalt";4.65;28.4;NA
1934;12;"Thueringen.Sachsen.Anhalt";4.51;32.9;NA
1934;12;"Thueringen";4.34;38.6;NA
1934;12;"Deutschland";4.81;51.5;NA
1935;1;"Brandenburg.Berlin";-0.63;43.3;NA
1935;1;"Brandenburg";-0.64;43.2;NA
1935;1;"Baden.Wuerttemberg";-1.94;65.8;NA
1935;1;"Bayern";-2.93;65.8;NA
1935;1;"Hessen";-0.4;66.1;NA
1935;1;"Mecklenburg.Vorpommern";-0.19;33.9;NA
1935;1;"Niedersachsen";0.84;52;NA
1935;1;"Niedersachsen.Hamburg.Bremen";0.84;51.8;NA
1935;1;"Nordrhein.Westfalen";1.06;75.4;NA
1935;1;"Rheinland.Pfalz";0.1;57;NA
1935;1;"Schleswig.Holstein";0.8;45.3;NA
1935;1;"Saarland";0.15;71.4;NA
1935;1;"Sachsen";-1.47;60.8;NA
1935;1;"Sachsen.Anhalt";-0.16;47.4;NA
1935;1;"Thueringen.Sachsen.Anhalt";-0.69;55.7;NA
1935;1;"Thueringen";-1.34;66.1;NA
1935;1;"Deutschland";-0.76;58.3;NA
1935;2;"Brandenburg.Berlin";2.14;57.8;NA
1935;2;"Brandenburg";2.13;57.7;NA
1935;2;"Baden.Wuerttemberg";1.44;133;NA
1935;2;"Bayern";0.37;112.8;NA
1935;2;"Hessen";1.78;85.5;NA
1935;2;"Mecklenburg.Vorpommern";2.21;59;NA
1935;2;"Niedersachsen";2.99;86.1;NA
1935;2;"Niedersachsen.Hamburg.Bremen";3;86;NA
1935;2;"Nordrhein.Westfalen";3.04;99.9;NA
1935;2;"Rheinland.Pfalz";2.39;100.2;NA
1935;2;"Schleswig.Holstein";2.97;81.5;NA
1935;2;"Saarland";3.02;119.3;NA
1935;2;"Sachsen";1.28;79;NA
1935;2;"Sachsen.Anhalt";2.33;56.3;NA
1935;2;"Thueringen.Sachsen.Anhalt";1.85;61.2;NA
1935;2;"Thueringen";1.26;67.3;NA
1935;2;"Deutschland";1.89;91.4;NA
1935;3;"Brandenburg.Berlin";2.25;28.3;NA
1935;3;"Brandenburg";2.24;28.3;NA
1935;3;"Baden.Wuerttemberg";2.69;43.6;NA
1935;3;"Bayern";1.78;33.6;NA
1935;3;"Hessen";3.3;27.6;NA
1935;3;"Mecklenburg.Vorpommern";2.2;26.2;NA
1935;3;"Niedersachsen";3.46;28.3;NA
1935;3;"Niedersachsen.Hamburg.Bremen";3.47;28.2;NA
1935;3;"Nordrhein.Westfalen";4.28;36.6;NA
1935;3;"Rheinland.Pfalz";3.9;26.2;NA
1935;3;"Schleswig.Holstein";2.97;23.3;NA
1935;3;"Saarland";4.43;30.8;NA
1935;3;"Sachsen";1.61;45.4;NA
1935;3;"Sachsen.Anhalt";2.72;24.1;NA
1935;3;"Thueringen.Sachsen.Anhalt";2.41;27.2;NA
1935;3;"Thueringen";2.02;31.2;NA
1935;3;"Deutschland";2.74;32.1;NA
1935;4;"Brandenburg.Berlin";8.3;74.9;NA
1935;4;"Brandenburg";8.29;74.6;NA
1935;4;"Baden.Wuerttemberg";6.75;152;NA
1935;4;"Bayern";6.41;131.8;NA
1935;4;"Hessen";7.31;112.8;NA
1935;4;"Mecklenburg.Vorpommern";7.29;59.6;NA
1935;4;"Niedersachsen";7.77;80.7;NA
1935;4;"Niedersachsen.Hamburg.Bremen";7.78;80.4;NA
1935;4;"Nordrhein.Westfalen";7.72;121.6;NA
1935;4;"Rheinland.Pfalz";7.39;119.8;NA
1935;4;"Schleswig.Holstein";7.38;69.3;NA
1935;4;"Saarland";7.56;117.3;NA
1935;4;"Sachsen";7.35;97.7;NA
1935;4;"Sachsen.Anhalt";8.15;72.4;NA
1935;4;"Thueringen.Sachsen.Anhalt";7.58;86.5;NA
1935;4;"Thueringen";6.87;104.3;NA
1935;4;"Deutschland";7.3;105.4;NA
1935;5;"Brandenburg.Berlin";11.13;28.7;NA
1935;5;"Brandenburg";11.11;28.5;NA
1935;5;"Baden.Wuerttemberg";10.36;73.5;NA
1935;5;"Bayern";10.19;98.9;NA
1935;5;"Hessen";10.65;48.3;NA
1935;5;"Mecklenburg.Vorpommern";10.09;38.2;NA
1935;5;"Niedersachsen";10.6;47.6;NA
1935;5;"Niedersachsen.Hamburg.Bremen";10.6;47.7;NA
1935;5;"Nordrhein.Westfalen";10.76;38.9;NA
1935;5;"Rheinland.Pfalz";10.91;52.4;NA
1935;5;"Schleswig.Holstein";10;63.9;NA
1935;5;"Saarland";10.98;45.2;NA
1935;5;"Sachsen";10.28;55.1;NA
1935;5;"Sachsen.Anhalt";11.02;34;NA
1935;5;"Thueringen.Sachsen.Anhalt";10.5;41.3;NA
1935;5;"Thueringen";9.84;50.5;NA
1935;5;"Deutschland";10.49;58.1;NA
1935;6;"Brandenburg.Berlin";18.71;76;NA
1935;6;"Brandenburg";18.7;76.2;NA
1935;6;"Baden.Wuerttemberg";17.01;83.5;NA
1935;6;"Bayern";17.09;85.6;NA
1935;6;"Hessen";16.88;104.4;NA
1935;6;"Mecklenburg.Vorpommern";17.24;115.4;NA
1935;6;"Niedersachsen";16.96;92.5;NA
1935;6;"Niedersachsen.Hamburg.Bremen";16.96;93.5;NA
1935;6;"Nordrhein.Westfalen";16.88;91.3;NA
1935;6;"Rheinland.Pfalz";16.9;91.8;NA
1935;6;"Schleswig.Holstein";16.09;112.6;NA
1935;6;"Saarland";16.98;99;NA
1935;6;"Sachsen";17.91;74.1;NA
1935;6;"Sachsen.Anhalt";18.18;85.9;NA
1935;6;"Thueringen.Sachsen.Anhalt";17.61;85.5;NA
1935;6;"Thueringen";16.89;84.9;NA
1935;6;"Deutschland";17.22;90.4;NA
1935;7;"Brandenburg.Berlin";18.5;44;NA
1935;7;"Brandenburg";18.48;44;NA
1935;7;"Baden.Wuerttemberg";18.19;39.5;NA
1935;7;"Bayern";17.62;61.6;NA
1935;7;"Hessen";17.96;22.1;NA
1935;7;"Mecklenburg.Vorpommern";17.63;46.9;NA
1935;7;"Niedersachsen";17.24;63.6;NA
1935;7;"Niedersachsen.Hamburg.Bremen";17.24;63.9;NA
1935;7;"Nordrhein.Westfalen";17.75;42.8;NA
1935;7;"Rheinland.Pfalz";18.37;22.6;NA
1935;7;"Schleswig.Holstein";16.93;58;NA
1935;7;"Saarland";18.49;22.1;NA
1935;7;"Sachsen";17.68;44.3;NA
1935;7;"Sachsen.Anhalt";18.33;35;NA
1935;7;"Thueringen.Sachsen.Anhalt";17.87;33;NA
1935;7;"Thueringen";17.29;30.5;NA
1935;7;"Deutschland";17.78;46.8;NA
1935;8;"Brandenburg.Berlin";17.37;67.7;NA
1935;8;"Brandenburg";17.36;67.4;NA
1935;8;"Baden.Wuerttemberg";16.28;101.9;NA
1935;8;"Bayern";16.21;73;NA
1935;8;"Hessen";16.74;73.3;NA
1935;8;"Mecklenburg.Vorpommern";16.46;64.2;NA
1935;8;"Niedersachsen";16.53;48.3;NA
1935;8;"Niedersachsen.Hamburg.Bremen";16.53;48.3;NA
1935;8;"Nordrhein.Westfalen";16.98;47;NA
1935;8;"Rheinland.Pfalz";17.18;46.9;NA
1935;8;"Schleswig.Holstein";16.3;45.7;NA
1935;8;"Saarland";17.34;45.4;NA
1935;8;"Sachsen";16.67;64.4;NA
1935;8;"Sachsen.Anhalt";17.22;60.1;NA
1935;8;"Thueringen.Sachsen.Anhalt";16.71;67.4;NA
1935;8;"Thueringen";16.07;76.5;NA
1935;8;"Deutschland";16.62;65.3;NA
1935;9;"Brandenburg.Berlin";14.4;43.6;NA
1935;9;"Brandenburg";14.39;43.8;NA
1935;9;"Baden.Wuerttemberg";13.46;75.4;NA
1935;9;"Bayern";13.09;79.3;NA
1935;9;"Hessen";13.38;75.5;NA
1935;9;"Mecklenburg.Vorpommern";13.81;81.1;NA
1935;9;"Niedersachsen";13.74;95.8;NA
1935;9;"Niedersachsen.Hamburg.Bremen";13.74;95.9;NA
1935;9;"Nordrhein.Westfalen";13.95;98.8;NA
1935;9;"Rheinland.Pfalz";13.63;76.6;NA
1935;9;"Schleswig.Holstein";13.67;122.1;NA
1935;9;"Saarland";13.65;112.9;NA
1935;9;"Sachsen";14.02;50.1;NA
1935;9;"Sachsen.Anhalt";14.34;47.4;NA
1935;9;"Thueringen.Sachsen.Anhalt";13.83;48.5;NA
1935;9;"Thueringen";13.18;49.9;NA
1935;9;"Deutschland";13.66;77.2;NA
1935;10;"Brandenburg.Berlin";9;80.7;NA
1935;10;"Brandenburg";9;81.1;NA
1935;10;"Baden.Wuerttemberg";8.31;138.9;NA
1935;10;"Bayern";8.16;121.5;NA
1935;10;"Hessen";8.11;76.3;NA
1935;10;"Mecklenburg.Vorpommern";9;81.4;NA
1935;10;"Niedersachsen";9.04;82;NA
1935;10;"Niedersachsen.Hamburg.Bremen";9.05;81.8;NA
1935;10;"Nordrhein.Westfalen";8.85;97.5;NA
1935;10;"Rheinland.Pfalz";8.34;67.8;NA
1935;10;"Schleswig.Holstein";9.14;101.6;NA
1935;10;"Saarland";8.39;79.8;NA
1935;10;"Sachsen";8.4;128.9;NA
1935;10;"Sachsen.Anhalt";9;66.8;NA
1935;10;"Thueringen.Sachsen.Anhalt";8.45;73.4;NA
1935;10;"Thueringen";7.78;81.7;NA
1935;10;"Deutschland";8.58;98.3;NA
1935;11;"Brandenburg.Berlin";5.27;29.5;NA
1935;11;"Brandenburg";5.26;29.4;NA
1935;11;"Baden.Wuerttemberg";4.53;33.3;NA
1935;11;"Bayern";3.85;31.9;NA
1935;11;"Hessen";5.14;28.7;NA
1935;11;"Mecklenburg.Vorpommern";5.04;27.2;NA
1935;11;"Niedersachsen";6.31;35.9;NA
1935;11;"Niedersachsen.Hamburg.Bremen";6.31;36;NA
1935;11;"Nordrhein.Westfalen";6.62;39.4;NA
1935;11;"Rheinland.Pfalz";5.31;41.4;NA
1935;11;"Schleswig.Holstein";5.86;40.3;NA
1935;11;"Saarland";5.39;69.7;NA
1935;11;"Sachsen";4.94;27.8;NA
1935;11;"Sachsen.Anhalt";5.69;22.4;NA
1935;11;"Thueringen.Sachsen.Anhalt";5.22;20.1;NA
1935;11;"Thueringen";4.62;17.2;NA
1935;11;"Deutschland";5.17;32.4;NA
1935;12;"Brandenburg.Berlin";0.71;26.8;NA
1935;12;"Brandenburg";0.7;26.7;NA
1935;12;"Baden.Wuerttemberg";-0.68;90.9;NA
1935;12;"Bayern";-1.28;61.7;NA
1935;12;"Hessen";0.36;65.2;NA
1935;12;"Mecklenburg.Vorpommern";1.12;30.3;NA
1935;12;"Niedersachsen";1.68;42.1;NA
1935;12;"Niedersachsen.Hamburg.Bremen";1.68;42.1;NA
1935;12;"Nordrhein.Westfalen";1.78;63.6;NA
1935;12;"Rheinland.Pfalz";1.05;87.8;NA
1935;12;"Schleswig.Holstein";1.64;65;NA
1935;12;"Saarland";0.91;140.1;NA
1935;12;"Sachsen";-0.05;27.6;NA
1935;12;"Sachsen.Anhalt";0.81;26.6;NA
1935;12;"Thueringen.Sachsen.Anhalt";0.23;39.7;NA
1935;12;"Thueringen";-0.5;56.3;NA
1935;12;"Deutschland";0.39;55.6;NA
1936;1;"Brandenburg.Berlin";3.18;36.7;NA
1936;1;"Brandenburg";3.17;36.7;NA
1936;1;"Baden.Wuerttemberg";2.98;119.8;NA
1936;1;"Bayern";1.44;87.9;NA
1936;1;"Hessen";3.3;79.3;NA
1936;1;"Mecklenburg.Vorpommern";2.82;40.2;NA
1936;1;"Niedersachsen";4;55.7;NA
1936;1;"Niedersachsen.Hamburg.Bremen";3.99;55.9;NA
1936;1;"Nordrhein.Westfalen";4.41;77.5;NA
1936;1;"Rheinland.Pfalz";3.87;96.9;NA
1936;1;"Schleswig.Holstein";3.33;77.7;NA
1936;1;"Saarland";4.19;126.6;NA
1936;1;"Sachsen";2.81;45.1;NA
1936;1;"Sachsen.Anhalt";3.61;31.2;NA
1936;1;"Thueringen.Sachsen.Anhalt";3.13;42;NA
1936;1;"Thueringen";2.53;55.5;NA
1936;1;"Deutschland";3.05;71.3;NA
1936;2;"Brandenburg.Berlin";-0.35;44.1;NA
1936;2;"Brandenburg";-0.35;44.2;NA
1936;2;"Baden.Wuerttemberg";0.49;65.7;NA
1936;2;"Bayern";-0.54;63.9;NA
1936;2;"Hessen";0.66;67;NA
1936;2;"Mecklenburg.Vorpommern";-0.73;53.1;NA
1936;2;"Niedersachsen";0.87;79;NA
1936;2;"Niedersachsen.Hamburg.Bremen";0.86;79;NA
1936;2;"Nordrhein.Westfalen";1.45;75.1;NA
1936;2;"Rheinland.Pfalz";0.89;53.5;NA
1936;2;"Schleswig.Holstein";-0.04;73.9;NA
1936;2;"Saarland";1.32;65.2;NA
1936;2;"Sachsen";-0.05;69;NA
1936;2;"Sachsen.Anhalt";0.26;60;NA
1936;2;"Thueringen.Sachsen.Anhalt";0.16;64.7;NA
1936;2;"Thueringen";0.04;70.5;NA
1936;2;"Deutschland";0.23;65.2;NA
1936;3;"Brandenburg.Berlin";4.74;19.5;NA
1936;3;"Brandenburg";4.73;19.5;NA
1936;3;"Baden.Wuerttemberg";5.37;31.6;NA
1936;3;"Bayern";4.73;29.5;NA
1936;3;"Hessen";5.29;25.4;NA
1936;3;"Mecklenburg.Vorpommern";3.73;18.2;NA
1936;3;"Niedersachsen";5.06;16;NA
1936;3;"Niedersachsen.Hamburg.Bremen";5.06;16;NA
1936;3;"Nordrhein.Westfalen";6.16;18.5;NA
1936;3;"Rheinland.Pfalz";5.82;31.3;NA
1936;3;"Schleswig.Holstein";3.61;12.2;NA
1936;3;"Saarland";6.13;32.2;NA
1936;3;"Sachsen";4.84;32.4;NA
1936;3;"Sachsen.Anhalt";5.06;19.1;NA
1936;3;"Thueringen.Sachsen.Anhalt";4.85;23.4;NA
1936;3;"Thueringen";4.59;28.8;NA
1936;3;"Deutschland";4.99;23.9;NA
1936;4;"Brandenburg.Berlin";7.04;44.5;NA
1936;4;"Brandenburg";7.03;44.6;NA
1936;4;"Baden.Wuerttemberg";6.83;111.2;NA
1936;4;"Bayern";6.84;79.8;NA
1936;4;"Hessen";5.99;95.6;NA
1936;4;"Mecklenburg.Vorpommern";5.78;66.7;NA
1936;4;"Niedersachsen";5.48;106.7;NA
1936;4;"Niedersachsen.Hamburg.Bremen";5.49;106.5;NA
1936;4;"Nordrhein.Westfalen";5.37;139.5;NA
1936;4;"Rheinland.Pfalz";6.21;124.5;NA
1936;4;"Schleswig.Holstein";5.42;101.3;NA
1936;4;"Saarland";6.65;138.7;NA
1936;4;"Sachsen";6.3;61.3;NA
1936;4;"Sachsen.Anhalt";6.63;54.4;NA
1936;4;"Thueringen.Sachsen.Anhalt";6.17;58.8;NA
1936;4;"Thueringen";5.59;64.3;NA
1936;4;"Deutschland";6.22;90.1;NA
1936;5;"Brandenburg.Berlin";13.48;44.1;NA
1936;5;"Brandenburg";13.47;44.3;NA
1936;5;"Baden.Wuerttemberg";12.29;41.2;NA
1936;5;"Bayern";12.06;85.1;NA
1936;5;"Hessen";12.71;25.9;NA
1936;5;"Mecklenburg.Vorpommern";11.12;61.3;NA
1936;5;"Niedersachsen";12.05;41.3;NA
1936;5;"Niedersachsen.Hamburg.Bremen";12.04;41.3;NA
1936;5;"Nordrhein.Westfalen";12.49;31.9;NA
1936;5;"Rheinland.Pfalz";12.99;14.1;NA
1936;5;"Schleswig.Holstein";10.64;48.8;NA
1936;5;"Saarland";13.19;16;NA
1936;5;"Sachsen";12.46;77.5;NA
1936;5;"Sachsen.Anhalt";13.04;53.7;NA
1936;5;"Thueringen.Sachsen.Anhalt";12.46;64.4;NA
1936;5;"Thueringen";11.73;77.9;NA
1936;5;"Deutschland";12.28;52.7;NA
1936;6;"Brandenburg.Berlin";17.78;22.8;NA
1936;6;"Brandenburg";17.76;23.1;NA
1936;6;"Baden.Wuerttemberg";15.03;144.8;NA
1936;6;"Bayern";15.21;159;NA
1936;6;"Hessen";16;88;NA
1936;6;"Mecklenburg.Vorpommern";16.78;27.6;NA
1936;6;"Niedersachsen";16.71;26.3;NA
1936;6;"Niedersachsen.Hamburg.Bremen";16.71;26.2;NA
1936;6;"Nordrhein.Westfalen";16.44;66.4;NA
1936;6;"Rheinland.Pfalz";15.91;96.2;NA
1936;6;"Schleswig.Holstein";16.28;26.6;NA
1936;6;"Saarland";15.94;101.3;NA
1936;6;"Sachsen";16.21;44.4;NA
1936;6;"Sachsen.Anhalt";17.28;29.9;NA
1936;6;"Thueringen.Sachsen.Anhalt";16.6;43.5;NA
1936;6;"Thueringen";15.73;60.6;NA
1936;6;"Deutschland";16.16;79.1;NA
1936;7;"Brandenburg.Berlin";18.48;74;NA
1936;7;"Brandenburg";18.47;73.9;NA
1936;7;"Baden.Wuerttemberg";16.08;152.6;NA
1936;7;"Bayern";16.26;146.3;NA
1936;7;"Hessen";16.2;117.7;NA
1936;7;"Mecklenburg.Vorpommern";17.74;92.5;NA
1936;7;"Niedersachsen";16.89;117.6;NA
1936;7;"Niedersachsen.Hamburg.Bremen";16.89;117.6;NA
1936;7;"Nordrhein.Westfalen";16.39;112.5;NA
1936;7;"Rheinland.Pfalz";16.01;111.4;NA
1936;7;"Schleswig.Holstein";16.92;118.1;NA
1936;7;"Saarland";16.02;119;NA
1936;7;"Sachsen";17.42;106.2;NA
1936;7;"Sachsen.Anhalt";17.86;81.2;NA
1936;7;"Thueringen.Sachsen.Anhalt";17.15;95.9;NA
1936;7;"Thueringen";16.26;114.4;NA
1936;7;"Deutschland";16.79;118;NA
1936;8;"Brandenburg.Berlin";17.03;45.7;NA
1936;8;"Brandenburg";17.02;46.1;NA
1936;8;"Baden.Wuerttemberg";15.82;90.9;NA
1936;8;"Bayern";15.37;101.7;NA
1936;8;"Hessen";16.12;76.5;NA
1936;8;"Mecklenburg.Vorpommern";16.46;44.9;NA
1936;8;"Niedersachsen";16.52;58.2;NA
1936;8;"Niedersachsen.Hamburg.Bremen";16.52;58.4;NA
1936;8;"Nordrhein.Westfalen";16.61;68;NA
1936;8;"Rheinland.Pfalz";16.4;84.8;NA
1936;8;"Schleswig.Holstein";16.25;52.7;NA
1936;8;"Saarland";16.4;89.1;NA
1936;8;"Sachsen";16.01;48.1;NA
1936;8;"Sachsen.Anhalt";16.88;38.2;NA
1936;8;"Thueringen.Sachsen.Anhalt";16.28;46;NA
1936;8;"Thueringen";15.52;55.9;NA
1936;8;"Deutschland";16.18;70;NA
1936;9;"Brandenburg.Berlin";13.34;40.7;NA
1936;9;"Brandenburg";13.33;40.7;NA
1936;9;"Baden.Wuerttemberg";12.96;130.7;NA
1936;9;"Bayern";12.55;98.8;NA
1936;9;"Hessen";12.93;81.5;NA
1936;9;"Mecklenburg.Vorpommern";12.92;71.4;NA
1936;9;"Niedersachsen";13.22;82.1;NA
1936;9;"Niedersachsen.Hamburg.Bremen";13.22;81.5;NA
1936;9;"Nordrhein.Westfalen";13.57;90;NA
1936;9;"Rheinland.Pfalz";13.34;84.6;NA
1936;9;"Schleswig.Holstein";12.85;78.5;NA
1936;9;"Saarland";13.39;102.6;NA
1936;9;"Sachsen";12.7;41.2;NA
1936;9;"Sachsen.Anhalt";13.27;40.8;NA
1936;9;"Thueringen.Sachsen.Anhalt";12.83;44.4;NA
1936;9;"Thueringen";12.28;48.9;NA
1936;9;"Deutschland";12.99;81.1;NA
1936;10;"Brandenburg.Berlin";6.62;53.8;NA
1936;10;"Brandenburg";6.61;53.9;NA
1936;10;"Baden.Wuerttemberg";5.47;64.5;NA
1936;10;"Bayern";5.27;83.5;NA
1936;10;"Hessen";6.39;60.3;NA
1936;10;"Mecklenburg.Vorpommern";6.93;60.5;NA
1936;10;"Niedersachsen";7.43;78.2;NA
1936;10;"Niedersachsen.Hamburg.Bremen";7.43;78.3;NA
1936;10;"Nordrhein.Westfalen";7.28;82.5;NA
1936;10;"Rheinland.Pfalz";6.66;53.9;NA
1936;10;"Schleswig.Holstein";7.49;96;NA
1936;10;"Saarland";6.67;53.4;NA
1936;10;"Sachsen";5.72;76.9;NA
1936;10;"Sachsen.Anhalt";6.95;51.2;NA
1936;10;"Thueringen.Sachsen.Anhalt";6.41;58.6;NA
1936;10;"Thueringen";5.74;67.9;NA
1936;10;"Deutschland";6.39;71.3;NA
1936;11;"Brandenburg.Berlin";3.95;36.9;NA
1936;11;"Brandenburg";3.94;36.9;NA
1936;11;"Baden.Wuerttemberg";3.48;60;NA
1936;11;"Bayern";2.53;52.6;NA
1936;11;"Hessen";3.84;53.4;NA
1936;11;"Mecklenburg.Vorpommern";4.22;45.7;NA
1936;11;"Niedersachsen";4.53;61.4;NA
1936;11;"Niedersachsen.Hamburg.Bremen";4.53;61.5;NA
1936;11;"Nordrhein.Westfalen";4.68;70;NA
1936;11;"Rheinland.Pfalz";4.26;53.5;NA
1936;11;"Schleswig.Holstein";4.67;69;NA
1936;11;"Saarland";4.35;72.2;NA
1936;11;"Sachsen";3.21;42.4;NA
1936;11;"Sachsen.Anhalt";4.05;34.7;NA
1936;11;"Thueringen.Sachsen.Anhalt";3.63;42.4;NA
1936;11;"Thueringen";3.1;52.1;NA
1936;11;"Deutschland";3.76;53.8;NA
1936;12;"Brandenburg.Berlin";1.75;30.3;NA
1936;12;"Brandenburg";1.75;30.3;NA
1936;12;"Baden.Wuerttemberg";1.05;59.5;NA
1936;12;"Bayern";0.08;52;NA
1936;12;"Hessen";1.26;64.1;NA
1936;12;"Mecklenburg.Vorpommern";2;33.6;NA
1936;12;"Niedersachsen";2.74;49.3;NA
1936;12;"Niedersachsen.Hamburg.Bremen";2.75;49.1;NA
1936;12;"Nordrhein.Westfalen";2.55;73.4;NA
1936;12;"Rheinland.Pfalz";1.58;46.8;NA
1936;12;"Schleswig.Holstein";2.93;48.3;NA
1936;12;"Saarland";1.66;50.5;NA
1936;12;"Sachsen";1.4;37.4;NA
1936;12;"Sachsen.Anhalt";1.86;30.7;NA
1936;12;"Thueringen.Sachsen.Anhalt";1.44;37.2;NA
1936;12;"Thueringen";0.9;45.4;NA
1936;12;"Deutschland";1.54;49.4;NA
1937;1;"Brandenburg.Berlin";-3.09;25.5;NA
1937;1;"Brandenburg";-3.1;25.6;NA
1937;1;"Baden.Wuerttemberg";0.76;71.2;NA
1937;1;"Bayern";-1.64;66.7;NA
1937;1;"Hessen";0.03;82;NA
1937;1;"Mecklenburg.Vorpommern";-2.73;26.6;NA
1937;1;"Niedersachsen";-0.36;61.4;NA
1937;1;"Niedersachsen.Hamburg.Bremen";-0.38;61.2;NA
1937;1;"Nordrhein.Westfalen";1.95;90.9;NA
1937;1;"Rheinland.Pfalz";1.29;92.4;NA
1937;1;"Schleswig.Holstein";-1.28;61.1;NA
1937;1;"Saarland";1.83;109.3;NA
1937;1;"Sachsen";-2.54;38.7;NA
1937;1;"Sachsen.Anhalt";-1.91;33.9;NA
1937;1;"Thueringen.Sachsen.Anhalt";-1.76;46;NA
1937;1;"Thueringen";-1.58;61.1;NA
1937;1;"Deutschland";-0.84;61.5;NA
1937;2;"Brandenburg.Berlin";1.77;64.7;NA
1937;2;"Brandenburg";1.77;64.6;NA
1937;2;"Baden.Wuerttemberg";2.77;131;NA
1937;2;"Bayern";1.18;111;NA
1937;2;"Hessen";2.57;118.1;NA
1937;2;"Mecklenburg.Vorpommern";1.31;74.6;NA
1937;2;"Niedersachsen";2.83;111;NA
1937;2;"Niedersachsen.Hamburg.Bremen";2.82;110.9;NA
1937;2;"Nordrhein.Westfalen";3.8;136.4;NA
1937;2;"Rheinland.Pfalz";3.43;125.7;NA
1937;2;"Schleswig.Holstein";1.75;102;NA
1937;2;"Saarland";4.1;175.5;NA
1937;2;"Sachsen";1.65;69.3;NA
1937;2;"Sachsen.Anhalt";2.27;63.2;NA
1937;2;"Thueringen.Sachsen.Anhalt";2;75.5;NA
1937;2;"Thueringen";1.65;90.9;NA
1937;2;"Deutschland";2.23;104.7;NA
1937;3;"Brandenburg.Berlin";2.94;64.9;NA
1937;3;"Brandenburg";2.93;64.9;NA
1937;3;"Baden.Wuerttemberg";3.22;89.8;NA
1937;3;"Bayern";2.96;60.7;NA
1937;3;"Hessen";3.03;50.8;NA
1937;3;"Mecklenburg.Vorpommern";1.84;79.5;NA
1937;3;"Niedersachsen";2.82;71.9;NA
1937;3;"Niedersachsen.Hamburg.Bremen";2.81;72;NA
1937;3;"Nordrhein.Westfalen";3.21;73.3;NA
1937;3;"Rheinland.Pfalz";3.08;70.6;NA
1937;3;"Schleswig.Holstein";1.71;75.4;NA
1937;3;"Saarland";3.64;93.6;NA
1937;3;"Sachsen";3.11;63.4;NA
1937;3;"Sachsen.Anhalt";3.15;61.4;NA
1937;3;"Thueringen.Sachsen.Anhalt";2.91;60.5;NA
1937;3;"Thueringen";2.62;59.3;NA
1937;3;"Deutschland";2.88;69;NA
1937;4;"Brandenburg.Berlin";8.59;62.6;NA
1937;4;"Brandenburg";8.59;62.7;NA
1937;4;"Baden.Wuerttemberg";7.59;121.3;NA
1937;4;"Bayern";7.22;96.6;NA
1937;4;"Hessen";8.08;87.5;NA
1937;4;"Mecklenburg.Vorpommern";7.92;61.7;NA
1937;4;"Niedersachsen";8.68;59.9;NA
1937;4;"Niedersachsen.Hamburg.Bremen";8.68;60.2;NA
1937;4;"Nordrhein.Westfalen";8.52;95.4;NA
1937;4;"Rheinland.Pfalz";8.19;104.7;NA
1937;4;"Schleswig.Holstein";7.81;77.3;NA
1937;4;"Saarland";8.4;136.1;NA
1937;4;"Sachsen";7.73;72;NA
1937;4;"Sachsen.Anhalt";8.83;61;NA
1937;4;"Thueringen.Sachsen.Anhalt";8.28;61.7;NA
1937;4;"Thueringen";7.58;62.5;NA
1937;4;"Deutschland";8.02;83.5;NA
1937;5;"Brandenburg.Berlin";16.28;44.2;NA
1937;5;"Brandenburg";16.26;44.3;NA
1937;5;"Baden.Wuerttemberg";14.36;47.4;NA
1937;5;"Bayern";14.25;59.2;NA
1937;5;"Hessen";14.72;33.9;NA
1937;5;"Mecklenburg.Vorpommern";14.55;60.7;NA
1937;5;"Niedersachsen";14.44;57.3;NA
1937;5;"Niedersachsen.Hamburg.Bremen";14.44;57.4;NA
1937;5;"Nordrhein.Westfalen";14.58;42.7;NA
1937;5;"Rheinland.Pfalz";14.72;41.1;NA
1937;5;"Schleswig.Holstein";13.36;75.4;NA
1937;5;"Saarland";14.79;57;NA
1937;5;"Sachsen";15.23;59.7;NA
1937;5;"Sachsen.Anhalt";15.72;69.6;NA
1937;5;"Thueringen.Sachsen.Anhalt";15.1;67.8;NA
1937;5;"Thueringen";14.32;65.6;NA
1937;5;"Deutschland";14.67;54.2;NA
