"Jahr";"Monat";"Bundesland";"Temperatur";"Niederschlag";"Sonnendauer"
1881;1;"Brandenburg.Berlin";-5.54;20.4;NA
1881;1;"Brandenburg";-5.56;20.3;NA
1881;1;"Baden.Wuerttemberg";-4.89;36.2;NA
1881;1;"Bayern";-6.51;22.5;NA
1881;1;"Hessen";-5.68;33.2;NA
1881;1;"Mecklenburg.Vorpommern";-5.07;16.8;NA
1881;1;"Niedersachsen";-4.55;35.1;NA
1881;1;"Niedersachsen.Hamburg.Bremen";-4.55;34.9;NA
1881;1;"Nordrhein.Westfalen";-4.21;40.6;NA
1881;1;"Rheinland.Pfalz";-4.49;39.3;NA
1881;1;"Schleswig.Holstein";-4.06;21.5;NA
1881;1;"Saarland";-4.15;52.8;NA
1881;1;"Sachsen";-6.22;21.8;NA
1881;1;"Sachsen.Anhalt";-5.89;23.5;NA
1881;1;"Thueringen.Sachsen.Anhalt";-6.28;25;NA
1881;1;"Thueringen";-6.76;26.8;NA
1881;1;"Deutschland";-5.36;28.7;NA
1881;2;"Brandenburg.Berlin";-1;24.2;NA
1881;2;"Brandenburg";-1.01;24.1;NA
1881;2;"Baden.Wuerttemberg";1.33;56.7;NA
1881;2;"Bayern";-0.73;39.4;NA
1881;2;"Hessen";0.75;56;NA
1881;2;"Mecklenburg.Vorpommern";-2.01;21.7;NA
1881;2;"Niedersachsen";-0.05;43.9;NA
1881;2;"Niedersachsen.Hamburg.Bremen";-0.07;43.8;NA
1881;2;"Nordrhein.Westfalen";1.64;68.2;NA
1881;2;"Rheinland.Pfalz";1.45;63.7;NA
1881;2;"Schleswig.Holstein";-1.81;30.5;NA
1881;2;"Saarland";2.25;77;NA
1881;2;"Sachsen";-0.92;34.7;NA
1881;2;"Sachsen.Anhalt";-0.42;29;NA
1881;2;"Thueringen.Sachsen.Anhalt";-0.34;36.5;NA
1881;2;"Thueringen";-0.25;46;NA
1881;2;"Deutschland";-0.1;43.7;NA
1881;3;"Brandenburg.Berlin";1.71;60.7;NA
1881;3;"Brandenburg";1.7;60.7;NA
1881;3;"Baden.Wuerttemberg";4.42;84.6;NA
1881;3;"Bayern";2.5;89;NA
1881;3;"Hessen";3.43;99.5;NA
1881;3;"Mecklenburg.Vorpommern";0.4;43.2;NA
1881;3;"Niedersachsen";2.2;91.3;NA
1881;3;"Niedersachsen.Hamburg.Bremen";2.19;90.9;NA
1881;3;"Nordrhein.Westfalen";3.81;124.7;NA
1881;3;"Rheinland.Pfalz";4.49;95.4;NA
1881;3;"Schleswig.Holstein";0.54;55.4;NA
1881;3;"Saarland";5.37;101.4;NA
1881;3;"Sachsen";1.79;101.5;NA
1881;3;"Sachsen.Anhalt";2.2;74.4;NA
1881;3;"Thueringen.Sachsen.Anhalt";2.18;84.6;NA
1881;3;"Thueringen";2.14;97.5;NA
1881;3;"Deutschland";2.61;86.6;NA
1881;4;"Brandenburg.Berlin";5.56;8.8;NA
1881;4;"Brandenburg";5.55;8.8;NA
1881;4;"Baden.Wuerttemberg";6.63;64.6;NA
1881;4;"Bayern";5.01;52.4;NA
1881;4;"Hessen";5.88;26.2;NA
1881;4;"Mecklenburg.Vorpommern";4.63;5.2;NA
1881;4;"Niedersachsen";5.64;11.9;NA
1881;4;"Niedersachsen.Hamburg.Bremen";5.64;11.8;NA
1881;4;"Nordrhein.Westfalen";6.44;28.4;NA
1881;4;"Rheinland.Pfalz";6.65;41.9;NA
1881;4;"Schleswig.Holstein";5.02;7.7;NA
1881;4;"Saarland";7.08;48.4;NA
1881;4;"Sachsen";4.41;26.3;NA
1881;4;"Sachsen.Anhalt";5.51;11.1;NA
1881;4;"Thueringen.Sachsen.Anhalt";5.04;18.3;NA
1881;4;"Thueringen";4.43;27.4;NA
1881;4;"Deutschland";5.55;30.1;NA
1881;5;"Brandenburg.Berlin";12.85;31.3;NA
1881;5;"Brandenburg";12.83;31.3;NA
1881;5;"Baden.Wuerttemberg";11.44;61.5;NA
1881;5;"Bayern";10.99;95;NA
1881;5;"Hessen";12.15;31.1;NA
1881;5;"Mecklenburg.Vorpommern";11.58;16.3;NA
1881;5;"Niedersachsen";12.03;25.8;NA
1881;5;"Niedersachsen.Hamburg.Bremen";12.03;25.8;NA
1881;5;"Nordrhein.Westfalen";12.55;31.9;NA
1881;5;"Rheinland.Pfalz";12.25;38;NA
1881;5;"Schleswig.Holstein";11.16;30;NA
1881;5;"Saarland";12.38;36.7;NA
1881;5;"Sachsen";11.49;57.9;NA
1881;5;"Sachsen.Anhalt";12.57;30.4;NA
1881;5;"Thueringen.Sachsen.Anhalt";12.05;33.8;NA
1881;5;"Thueringen";11.4;38;NA
1881;5;"Deutschland";11.81;47.3;NA
1881;6;"Brandenburg.Berlin";15.73;62.3;NA
1881;6;"Brandenburg";15.71;62.1;NA
1881;6;"Baden.Wuerttemberg";15.3;75.5;NA
1881;6;"Bayern";14.65;83.9;NA
1881;6;"Hessen";15.3;41;NA
1881;6;"Mecklenburg.Vorpommern";15.08;41.5;NA
1881;6;"Niedersachsen";14.9;39.7;NA
1881;6;"Niedersachsen.Hamburg.Bremen";14.9;39.4;NA
1881;6;"Nordrhein.Westfalen";15.37;37.6;NA
1881;6;"Rheinland.Pfalz";15.56;37.1;NA
1881;6;"Schleswig.Holstein";14.8;32.4;NA
1881;6;"Saarland";15.83;38.3;NA
1881;6;"Sachsen";14.52;94.6;NA
1881;6;"Sachsen.Anhalt";15.46;61.3;NA
1881;6;"Thueringen.Sachsen.Anhalt";15.07;62.8;NA
1881;6;"Thueringen";14.59;64.6;NA
1881;6;"Deutschland";15.08;58.7;NA
1881;7;"Brandenburg.Berlin";19.19;50.5;NA
1881;7;"Brandenburg";19.16;50.5;NA
1881;7;"Baden.Wuerttemberg";19.08;80.9;NA
1881;7;"Bayern";18.4;76.8;NA
1881;7;"Hessen";18.77;58.2;NA
1881;7;"Mecklenburg.Vorpommern";17.92;64.8;NA
1881;7;"Niedersachsen";18.4;72.9;NA
1881;7;"Niedersachsen.Hamburg.Bremen";18.4;73.7;NA
1881;7;"Nordrhein.Westfalen";19.04;67;NA
1881;7;"Rheinland.Pfalz";19.01;69.8;NA
1881;7;"Schleswig.Holstein";17.45;102.5;NA
1881;7;"Saarland";19.29;84.9;NA
1881;7;"Sachsen";18.25;62.2;NA
1881;7;"Sachsen.Anhalt";19.09;48.1;NA
1881;7;"Thueringen.Sachsen.Anhalt";18.62;49.7;NA
1881;7;"Thueringen";18.04;51.8;NA
1881;7;"Deutschland";18.6;69;NA
1881;8;"Brandenburg.Berlin";16.48;95.2;NA
1881;8;"Brandenburg";16.47;95.2;NA
1881;8;"Baden.Wuerttemberg";16.7;128.2;NA
1881;8;"Bayern";16.11;124.4;NA
1881;8;"Hessen";15.8;104.4;NA
1881;8;"Mecklenburg.Vorpommern";15.37;86.9;NA
1881;8;"Niedersachsen";15.42;110.4;NA
1881;8;"Niedersachsen.Hamburg.Bremen";15.42;110.2;NA
1881;8;"Nordrhein.Westfalen";15.58;146;NA
1881;8;"Rheinland.Pfalz";16.14;99.3;NA
1881;8;"Schleswig.Holstein";15.16;124;NA
1881;8;"Saarland";16.46;86.9;NA
1881;8;"Sachsen";15.83;135.9;NA
1881;8;"Sachsen.Anhalt";16.08;97.2;NA
1881;8;"Thueringen.Sachsen.Anhalt";15.7;105.8;NA
1881;8;"Thueringen";15.21;116.7;NA
1881;8;"Deutschland";15.9;115.8;NA
1881;9;"Brandenburg.Berlin";12.69;57.2;NA
1881;9;"Brandenburg";12.67;57.2;NA
1881;9;"Baden.Wuerttemberg";11.71;106;NA
1881;9;"Bayern";11.22;89.1;NA
1881;9;"Hessen";11.98;49.3;NA
1881;9;"Mecklenburg.Vorpommern";12.39;66.6;NA
1881;9;"Niedersachsen";12.56;46.9;NA
1881;9;"Niedersachsen.Hamburg.Bremen";12.56;46.9;NA
1881;9;"Nordrhein.Westfalen";12.76;72.8;NA
1881;9;"Rheinland.Pfalz";12.15;77.1;NA
1881;9;"Schleswig.Holstein";12.72;48.8;NA
1881;9;"Saarland";12.19;84.2;NA
1881;9;"Sachsen";11.53;77;NA
1881;9;"Sachsen.Anhalt";12.39;50;NA
1881;9;"Thueringen.Sachsen.Anhalt";11.93;51.8;NA
1881;9;"Thueringen";11.35;54;NA
1881;9;"Deutschland";12.06;70.1;NA
1881;10;"Brandenburg.Berlin";5.55;70.4;NA
1881;10;"Brandenburg";5.53;70.4;NA
1881;10;"Baden.Wuerttemberg";4.47;69.8;NA
1881;10;"Bayern";4.08;69.2;NA
1881;10;"Hessen";4.75;73.1;NA
1881;10;"Mecklenburg.Vorpommern";5.93;74.8;NA
1881;10;"Niedersachsen";5.53;84.2;NA
1881;10;"Niedersachsen.Hamburg.Bremen";5.54;84.4;NA
1881;10;"Nordrhein.Westfalen";5.6;70.6;NA
1881;10;"Rheinland.Pfalz";5.08;69.1;NA
1881;10;"Schleswig.Holstein";6.33;116.6;NA
1881;10;"Saarland";5.21;71.2;NA
1881;10;"Sachsen";4.28;72.1;NA
1881;10;"Sachsen.Anhalt";5.17;74;NA
1881;10;"Thueringen.Sachsen.Anhalt";4.72;74;NA
1881;10;"Thueringen";4.15;74;NA
1881;10;"Deutschland";4.99;74.9;NA
1881;11;"Brandenburg.Berlin";6.01;18.8;NA
1881;11;"Brandenburg";5.99;18.8;NA
1881;11;"Baden.Wuerttemberg";5.62;27.9;NA
1881;11;"Bayern";4;23.3;NA
1881;11;"Hessen";5.93;29.2;NA
1881;11;"Mecklenburg.Vorpommern";5.63;31.7;NA
1881;11;"Niedersachsen";6.51;35.5;NA
1881;11;"Niedersachsen.Hamburg.Bremen";6.5;35.7;NA
1881;11;"Nordrhein.Westfalen";7.21;43.8;NA
1881;11;"Rheinland.Pfalz";6.36;32.6;NA
1881;11;"Schleswig.Holstein";5.92;55.9;NA
1881;11;"Saarland";6.48;42.1;NA
1881;11;"Sachsen";5.11;17;NA
1881;11;"Sachsen.Anhalt";6.08;15.9;NA
1881;11;"Thueringen.Sachsen.Anhalt";5.72;18.2;NA
1881;11;"Thueringen";5.26;21.1;NA
1881;11;"Deutschland";5.67;29.1;NA
1881;12;"Brandenburg.Berlin";1.41;21.5;NA
1881;12;"Brandenburg";1.39;21.5;NA
1881;12;"Baden.Wuerttemberg";0.09;36.6;NA
1881;12;"Bayern";-0.36;39.8;NA
1881;12;"Hessen";0.81;48.4;NA
1881;12;"Mecklenburg.Vorpommern";1.61;25;NA
1881;12;"Niedersachsen";1.92;46;NA
1881;12;"Niedersachsen.Hamburg.Bremen";1.93;45.9;NA
1881;12;"Nordrhein.Westfalen";1.85;60.5;NA
1881;12;"Rheinland.Pfalz";0.95;48;NA
1881;12;"Schleswig.Holstein";2.22;50.4;NA
1881;12;"Saarland";0.97;52.3;NA
1881;12;"Sachsen";0.5;30;NA
1881;12;"Sachsen.Anhalt";1.31;21.4;NA
1881;12;"Thueringen.Sachsen.Anhalt";0.91;28.4;NA
1881;12;"Thueringen";0.41;37.2;NA
1881;12;"Deutschland";0.92;39.6;NA
1882;1;"Brandenburg.Berlin";1.43;19.7;NA
1882;1;"Brandenburg";1.42;19.6;NA
1882;1;"Baden.Wuerttemberg";-0.65;23.6;NA
1882;1;"Bayern";-1.33;21.9;NA
1882;1;"Hessen";-0.3;22.9;NA
1882;1;"Mecklenburg.Vorpommern";1.59;25.8;NA
1882;1;"Niedersachsen";1.73;34.6;NA
1882;1;"Niedersachsen.Hamburg.Bremen";1.73;34.6;NA
1882;1;"Nordrhein.Westfalen";1.26;35.2;NA
1882;1;"Rheinland.Pfalz";-0.17;24.7;NA
1882;1;"Schleswig.Holstein";2.11;43.4;NA
1882;1;"Saarland";-0.04;29.2;NA
1882;1;"Sachsen";0.63;17.6;NA
1882;1;"Sachsen.Anhalt";1.18;18.9;NA
1882;1;"Thueringen.Sachsen.Anhalt";0.6;19.2;NA
1882;1;"Thueringen";-0.12;19.4;NA
1882;1;"Deutschland";0.41;25.8;NA
1882;2;"Brandenburg.Berlin";2.06;21.1;NA
1882;2;"Brandenburg";2.05;21.1;NA
1882;2;"Baden.Wuerttemberg";0.72;33.6;NA
1882;2;"Bayern";-0.6;25.6;NA
1882;2;"Hessen";1.44;34.8;NA
1882;2;"Mecklenburg.Vorpommern";2.01;22.8;NA
1882;2;"Niedersachsen";3.03;35.9;NA
1882;2;"Niedersachsen.Hamburg.Bremen";3.03;35.9;NA
1882;2;"Nordrhein.Westfalen";3.07;48.7;NA
1882;2;"Rheinland.Pfalz";1.68;40.1;NA
1882;2;"Schleswig.Holstein";2.74;30.5;NA
1882;2;"Saarland";2.24;43.2;NA
1882;2;"Sachsen";1.43;26.9;NA
1882;2;"Sachsen.Anhalt";2.24;20.8;NA
1882;2;"Thueringen.Sachsen.Anhalt";1.84;24.2;NA
1882;2;"Thueringen";1.33;28.4;NA
1882;2;"Deutschland";1.54;31;NA
1882;3;"Brandenburg.Berlin";6.44;43.2;NA
1882;3;"Brandenburg";6.42;43.1;NA
1882;3;"Baden.Wuerttemberg";5.88;35;NA
1882;3;"Bayern";4.87;37;NA
1882;3;"Hessen";6.07;40.3;NA
1882;3;"Mecklenburg.Vorpommern";5.57;47.4;NA
1882;3;"Niedersachsen";6.53;55;NA
1882;3;"Niedersachsen.Hamburg.Bremen";6.53;55.1;NA
1882;3;"Nordrhein.Westfalen";6.85;59.7;NA
1882;3;"Rheinland.Pfalz";6.25;42.3;NA
1882;3;"Schleswig.Holstein";5.81;60.8;NA
1882;3;"Saarland";6.84;44.2;NA
1882;3;"Sachsen";5.93;44.1;NA
1882;3;"Sachsen.Anhalt";6.55;48.5;NA
1882;3;"Thueringen.Sachsen.Anhalt";6.2;46.7;NA
1882;3;"Thueringen";5.76;44.6;NA
1882;3;"Deutschland";5.96;45.6;NA
1882;4;"Brandenburg.Berlin";8.25;30.5;NA
1882;4;"Brandenburg";8.23;30.5;NA
1882;4;"Baden.Wuerttemberg";7.92;65.6;NA
1882;4;"Bayern";6.92;56.1;NA
1882;4;"Hessen";7.77;41.3;NA
1882;4;"Mecklenburg.Vorpommern";7.4;29.2;NA
1882;4;"Niedersachsen";8.07;33.3;NA
1882;4;"Niedersachsen.Hamburg.Bremen";8.08;33.2;NA
1882;4;"Nordrhein.Westfalen";8.47;45.3;NA
1882;4;"Rheinland.Pfalz";8.1;50.2;NA
1882;4;"Schleswig.Holstein";7.52;37.3;NA
1882;4;"Saarland";8.37;60.9;NA
1882;4;"Sachsen";7.2;51.1;NA
1882;4;"Sachsen.Anhalt";8.15;29;NA
1882;4;"Thueringen.Sachsen.Anhalt";7.64;35.2;NA
1882;4;"Thueringen";7;43.1;NA
1882;4;"Deutschland";7.71;44.6;NA
1882;5;"Brandenburg.Berlin";12.21;48.9;NA
1882;5;"Brandenburg";12.19;48.9;NA
1882;5;"Baden.Wuerttemberg";12.11;86.1;NA
1882;5;"Bayern";11.63;77;NA
1882;5;"Hessen";11.87;57.8;NA
1882;5;"Mecklenburg.Vorpommern";11.44;33.2;NA
1882;5;"Niedersachsen";12.26;39.7;NA
1882;5;"Niedersachsen.Hamburg.Bremen";12.26;39.8;NA
1882;5;"Nordrhein.Westfalen";12.53;54.1;NA
1882;5;"Rheinland.Pfalz";12.3;63.1;NA
1882;5;"Schleswig.Holstein";11.88;43;NA
1882;5;"Saarland";12.63;65.4;NA
1882;5;"Sachsen";11.34;77;NA
1882;5;"Sachsen.Anhalt";12.32;44.2;NA
1882;5;"Thueringen.Sachsen.Anhalt";11.82;49.4;NA
1882;5;"Thueringen";11.19;55.9;NA
1882;5;"Deutschland";11.96;59.1;NA
1882;6;"Brandenburg.Berlin";15.05;82.2;NA
1882;6;"Brandenburg";15.04;81.9;NA
1882;6;"Baden.Wuerttemberg";14.06;134.9;NA
1882;6;"Bayern";13.59;121.6;NA
1882;6;"Hessen";14.12;120.9;NA
1882;6;"Mecklenburg.Vorpommern";14.92;74.2;NA
1882;6;"Niedersachsen";14.74;105.2;NA
1882;6;"Niedersachsen.Hamburg.Bremen";14.75;104.7;NA
1882;6;"Nordrhein.Westfalen";14.53;153.6;NA
1882;6;"Rheinland.Pfalz";14.33;106.9;NA
1882;6;"Schleswig.Holstein";15.05;79.9;NA
1882;6;"Saarland";14.51;100.1;NA
1882;6;"Sachsen";13.77;104.9;NA
1882;6;"Sachsen.Anhalt";14.94;80.8;NA
1882;6;"Thueringen.Sachsen.Anhalt";14.44;91.4;NA
1882;6;"Thueringen";13.8;104.7;NA
1882;6;"Deutschland";14.34;110.4;NA
1882;7;"Brandenburg.Berlin";18.41;130.7;NA
1882;7;"Brandenburg";18.39;130.6;NA
1882;7;"Baden.Wuerttemberg";15.65;167.2;NA
1882;7;"Bayern";15.77;172.4;NA
1882;7;"Hessen";16.32;174;NA
1882;7;"Mecklenburg.Vorpommern";17.91;83.4;NA
1882;7;"Niedersachsen";17.25;110.6;NA
1882;7;"Niedersachsen.Hamburg.Bremen";17.26;110.2;NA
1882;7;"Nordrhein.Westfalen";16.87;134.8;NA
1882;7;"Rheinland.Pfalz";16.1;157.5;NA
1882;7;"Schleswig.Holstein";17.56;87.6;NA
1882;7;"Saarland";16.15;175.6;NA
1882;7;"Sachsen";17.02;185.8;NA
1882;7;"Sachsen.Anhalt";17.85;140.1;NA
1882;7;"Thueringen.Sachsen.Anhalt";17.13;150.1;NA
1882;7;"Thueringen";16.21;162.7;NA
1882;7;"Deutschland";16.76;144.5;NA
1882;8;"Brandenburg.Berlin";15.89;78.7;NA
1882;8;"Brandenburg";15.88;78.7;NA
1882;8;"Baden.Wuerttemberg";14.84;98.9;NA
1882;8;"Bayern";14.03;110.9;NA
1882;8;"Hessen";14.63;102.6;NA
1882;8;"Mecklenburg.Vorpommern";15.73;92.4;NA
1882;8;"Niedersachsen";15.14;115.8;NA
1882;8;"Niedersachsen.Hamburg.Bremen";15.15;115.5;NA
1882;8;"Nordrhein.Westfalen";15.05;119.9;NA
1882;8;"Rheinland.Pfalz";15.05;96.6;NA
1882;8;"Schleswig.Holstein";15.68;124.5;NA
1882;8;"Saarland";15.34;96.8;NA
1882;8;"Sachsen";14.36;93.8;NA
1882;8;"Sachsen.Anhalt";15.26;76.6;NA
1882;8;"Thueringen.Sachsen.Anhalt";14.67;82.5;NA
1882;8;"Thueringen";13.92;89.8;NA
1882;8;"Deutschland";14.89;102.6;NA
1882;9;"Brandenburg.Berlin";14.75;72.7;NA
1882;9;"Brandenburg";14.73;72.6;NA
1882;9;"Baden.Wuerttemberg";12.07;168.9;NA
1882;9;"Bayern";11.97;112.5;NA
1882;9;"Hessen";12.62;97;NA
1882;9;"Mecklenburg.Vorpommern";14.47;34.7;NA
1882;9;"Niedersachsen";13.66;51.1;NA
1882;9;"Niedersachsen.Hamburg.Bremen";13.67;50.7;NA
1882;9;"Nordrhein.Westfalen";13.34;86.4;NA
1882;9;"Rheinland.Pfalz";12.73;137.5;NA
1882;9;"Schleswig.Holstein";14.2;52.1;NA
1882;9;"Saarland";12.83;160.6;NA
1882;9;"Sachsen";13.47;127.5;NA
1882;9;"Sachsen.Anhalt";13.96;67.7;NA
1882;9;"Thueringen.Sachsen.Anhalt";13.28;78.2;NA
1882;9;"Thueringen";12.43;91.3;NA
1882;9;"Deutschland";13.14;94.4;NA
1882;10;"Brandenburg.Berlin";8.84;38.3;NA
1882;10;"Brandenburg";8.84;38.3;NA
1882;10;"Baden.Wuerttemberg";9.13;102.9;NA
1882;10;"Bayern";8.33;85.1;NA
1882;10;"Hessen";9.11;74.4;NA
1882;10;"Mecklenburg.Vorpommern";8.41;28.5;NA
1882;10;"Niedersachsen";9.03;39.3;NA
1882;10;"Niedersachsen.Hamburg.Bremen";9.03;39.4;NA
1882;10;"Nordrhein.Westfalen";9.68;58.6;NA
1882;10;"Rheinland.Pfalz";9.61;87.1;NA
1882;10;"Schleswig.Holstein";9.16;67.8;NA
1882;10;"Saarland";9.73;93.6;NA
1882;10;"Sachsen";8.49;64.3;NA
1882;10;"Sachsen.Anhalt";8.89;37.1;NA
1882;10;"Thueringen.Sachsen.Anhalt";8.6;46.8;NA
1882;10;"Thueringen";8.24;59.1;NA
1882;10;"Deutschland";8.88;64.3;NA
1882;11;"Brandenburg.Berlin";4.01;62.1;NA
1882;11;"Brandenburg";3.99;62;NA
1882;11;"Baden.Wuerttemberg";4.27;205;NA
1882;11;"Bayern";3.17;146.2;NA
1882;11;"Hessen";4.27;144.1;NA
1882;11;"Mecklenburg.Vorpommern";3.37;70;NA
1882;11;"Niedersachsen";4.13;89.1;NA
1882;11;"Niedersachsen.Hamburg.Bremen";4.13;89.2;NA
1882;11;"Nordrhein.Westfalen";4.7;131.3;NA
1882;11;"Rheinland.Pfalz";4.81;176.5;NA
1882;11;"Schleswig.Holstein";3.6;113.4;NA
1882;11;"Saarland";4.9;227.6;NA
1882;11;"Sachsen";3.44;82.9;NA
1882;11;"Sachsen.Anhalt";3.95;60;NA
1882;11;"Thueringen.Sachsen.Anhalt";3.7;80.4;NA
1882;11;"Thueringen";3.39;105.9;NA
1882;11;"Deutschland";3.9;121.5;NA
1882;12;"Brandenburg.Berlin";0.5;45.7;NA
1882;12;"Brandenburg";0.49;45.6;NA
1882;12;"Baden.Wuerttemberg";0.95;133.5;NA
1882;12;"Bayern";-0.41;119.1;NA
1882;12;"Hessen";1.04;94.9;NA
1882;12;"Mecklenburg.Vorpommern";-0.34;27;NA
1882;12;"Niedersachsen";0.93;49.3;NA
1882;12;"Niedersachsen.Hamburg.Bremen";0.92;49.1;NA
1882;12;"Nordrhein.Westfalen";2.01;104.6;NA
1882;12;"Rheinland.Pfalz";1.83;96.5;NA
1882;12;"Schleswig.Holstein";0.08;45.1;NA
1882;12;"Saarland";1.93;113.1;NA
1882;12;"Sachsen";0.32;76.4;NA
1882;12;"Sachsen.Anhalt";0.46;43;NA
1882;12;"Thueringen.Sachsen.Anhalt";0.31;58.3;NA
1882;12;"Thueringen";0.12;77.5;NA
1882;12;"Deutschland";0.58;83;NA
1883;1;"Brandenburg.Berlin";-0.41;29.2;NA
1883;1;"Brandenburg";-0.42;29.1;NA
1883;1;"Baden.Wuerttemberg";-0.09;43.4;NA
1883;1;"Bayern";-1.49;50;NA
1883;1;"Hessen";0.04;50;NA
1883;1;"Mecklenburg.Vorpommern";-0.69;28.4;NA
1883;1;"Niedersachsen";0.33;38.5;NA
1883;1;"Niedersachsen.Hamburg.Bremen";0.32;38.5;NA
1883;1;"Nordrhein.Westfalen";1.27;56.3;NA
1883;1;"Rheinland.Pfalz";0.49;45.5;NA
1883;1;"Schleswig.Holstein";-0.12;41.8;NA
1883;1;"Saarland";0.55;54;NA
1883;1;"Sachsen";-1.2;37.6;NA
1883;1;"Sachsen.Anhalt";-0.39;27.9;NA
1883;1;"Thueringen.Sachsen.Anhalt";-0.69;33.2;NA
1883;1;"Thueringen";-1.07;39.7;NA
1883;1;"Deutschland";-0.32;42.2;NA
1883;2;"Brandenburg.Berlin";1.63;15.7;NA
1883;2;"Brandenburg";1.62;15.6;NA
1883;2;"Baden.Wuerttemberg";2.73;40.4;NA
1883;2;"Bayern";0.88;28.3;NA
1883;2;"Hessen";2.91;25.7;NA
1883;2;"Mecklenburg.Vorpommern";1.64;9.9;NA
1883;2;"Niedersachsen";3.31;23.8;NA
1883;2;"Niedersachsen.Hamburg.Bremen";3.31;23.8;NA
1883;2;"Nordrhein.Westfalen";4.17;38.6;NA
1883;2;"Rheinland.Pfalz";3.42;32.5;NA
1883;2;"Schleswig.Holstein";2.46;23.5;NA
1883;2;"Saarland";3.95;32.2;NA
1883;2;"Sachsen";1.06;24;NA
1883;2;"Sachsen.Anhalt";2.12;15.6;NA
1883;2;"Thueringen.Sachsen.Anhalt";2.03;17.3;NA
1883;2;"Thueringen";1.93;19.3;NA
1883;2;"Deutschland";2.3;26.1;NA
1883;3;"Brandenburg.Berlin";-2.16;15.4;NA
1883;3;"Brandenburg";-2.18;15.4;NA
1883;3;"Baden.Wuerttemberg";-0.81;64;NA
1883;3;"Bayern";-2.37;40.8;NA
1883;3;"Hessen";-1.48;35.4;NA
1883;3;"Mecklenburg.Vorpommern";-2.23;11.4;NA
1883;3;"Niedersachsen";-1.17;25.9;NA
1883;3;"Niedersachsen.Hamburg.Bremen";-1.16;25.8;NA
1883;3;"Nordrhein.Westfalen";-0.46;36.5;NA
1883;3;"Rheinland.Pfalz";-0.74;43.8;NA
1883;3;"Schleswig.Holstein";-1.06;16.1;NA
1883;3;"Saarland";-0.01;53;NA
1883;3;"Sachsen";-3.02;27.1;NA
1883;3;"Sachsen.Anhalt";-2.02;17.5;NA
1883;3;"Thueringen.Sachsen.Anhalt";-2.41;22.2;NA
1883;3;"Thueringen";-2.9;28;NA
1883;3;"Deutschland";-1.66;32.8;NA
1883;4;"Brandenburg.Berlin";5.94;18;NA
1883;4;"Brandenburg";5.93;18;NA
1883;4;"Baden.Wuerttemberg";6.79;34.7;NA
1883;4;"Bayern";5.23;28.8;NA
1883;4;"Hessen";6.39;14.9;NA
1883;4;"Mecklenburg.Vorpommern";5.29;21.5;NA
1883;4;"Niedersachsen";6.49;13.2;NA
1883;4;"Niedersachsen.Hamburg.Bremen";6.49;13.1;NA
1883;4;"Nordrhein.Westfalen";7.36;11.4;NA
1883;4;"Rheinland.Pfalz";7.22;18.3;NA
1883;4;"Schleswig.Holstein";5.93;10;NA
1883;4;"Saarland";7.66;20.4;NA
1883;4;"Sachsen";4.88;21.7;NA
1883;4;"Sachsen.Anhalt";5.97;18.3;NA
1883;4;"Thueringen.Sachsen.Anhalt";5.46;19.4;NA
1883;4;"Thueringen";4.81;20.7;NA
1883;4;"Deutschland";6.06;20.6;NA
1883;5;"Brandenburg.Berlin";12.84;46;NA
1883;5;"Brandenburg";12.83;46;NA
1883;5;"Baden.Wuerttemberg";12.55;75.5;NA
1883;5;"Bayern";11.99;69.5;NA
1883;5;"Hessen";12.36;47.2;NA
1883;5;"Mecklenburg.Vorpommern";11.89;40.4;NA
1883;5;"Niedersachsen";12.45;40.5;NA
1883;5;"Niedersachsen.Hamburg.Bremen";12.45;40.4;NA
1883;5;"Nordrhein.Westfalen";12.87;35.3;NA
1883;5;"Rheinland.Pfalz";12.62;38;NA
1883;5;"Schleswig.Holstein";11.96;37.3;NA
1883;5;"Saarland";13.12;40.5;NA
1883;5;"Sachsen";11.94;51.7;NA
1883;5;"Sachsen.Anhalt";12.95;48.6;NA
1883;5;"Thueringen.Sachsen.Anhalt";12.55;50.8;NA
1883;5;"Thueringen";12.06;53.5;NA
1883;5;"Deutschland";12.38;51.5;NA
1883;6;"Brandenburg.Berlin";17.38;33.2;NA
1883;6;"Brandenburg";17.36;33.1;NA
1883;6;"Baden.Wuerttemberg";15.72;77.1;NA
1883;6;"Bayern";15.47;120.3;NA
1883;6;"Hessen";16.33;34.2;NA
1883;6;"Mecklenburg.Vorpommern";16.32;23.6;NA
1883;6;"Niedersachsen";16.26;30.9;NA
1883;6;"Niedersachsen.Hamburg.Bremen";16.26;30.7;NA
1883;6;"Nordrhein.Westfalen";16.52;44.7;NA
1883;6;"Rheinland.Pfalz";16.4;34.8;NA
1883;6;"Schleswig.Holstein";15.92;27.5;NA
1883;6;"Saarland";16.58;32;NA
1883;6;"Sachsen";16.52;59.9;NA
1883;6;"Sachsen.Anhalt";17.23;30.1;NA
1883;6;"Thueringen.Sachsen.Anhalt";16.72;35.3;NA
1883;6;"Thueringen";16.07;41.8;NA
1883;6;"Deutschland";16.23;56.5;NA
1883;7;"Brandenburg.Berlin";18.29;87.9;NA
1883;7;"Brandenburg";18.27;87.9;NA
1883;7;"Baden.Wuerttemberg";15.99;145.4;NA
1883;7;"Bayern";15.86;136.1;NA
1883;7;"Hessen";16.22;116.5;NA
