"Jahr";"Monat";"Bundesland";"AvgTemp";"PrecipMM";"SunDuration"
1940;1;"Saarland";-7.3;38.7;NA
1940;1;"Sachsen.Anhalt";-10.2;19.6;NA
1940;1;"Thueringen";-11;29.4;NA
1940;2;"Brandenburg.Berlin";-7.7;28.1;NA
1940;2;"Brandenburg";-7.8;28.1;NA
1940;2;"Baden.Wuerttemberg";-1.1;56.5;NA
1940;2;"Bayern";-3.8;50.8;NA
1940;2;"Hessen";-3.2;36.2;NA
1940;2;"Mecklenburg.Vorpommern";-7.9;33.3;NA
1940;2;"Niedersachsen";-4.8;29.5;NA
1940;2;"Nordrhein.Westfalen";-1.7;35.9;NA
1940;2;"Schleswig.Holstein";-6.7;30.7;NA
1940;2;"Sachsen";-5.9;25.1;NA
1940;2;"Thueringen.Sachsen.Anhalt";-5.8;26.1;NA
1940;2;"Deutschland";-4.3;38.3;NA
1940;2;"Niedersachsen.Hamburg.Bremen";-4.9;29.4;NA
1940;2;"Rheinland.Pfalz";-1.4;46.8;NA
1940;2;"Saarland";-0.4;59.4;NA
1940;2;"Sachsen.Anhalt";-6.2;25.1;NA
1940;2;"Thueringen";-5.2;27.4;NA
1940;3;"Brandenburg.Berlin";1.8;63.1;NA
1940;3;"Brandenburg";1.8;63.1;NA
1940;3;"Baden.Wuerttemberg";3.3;97.7;NA
1940;3;"Bayern";2.1;89.5;NA
1940;3;"Hessen";3.4;87.8;NA
1940;3;"Mecklenburg.Vorpommern";1.1;68.1;NA
1940;3;"Niedersachsen";3.2;91.9;NA
1940;3;"Nordrhein.Westfalen";4.4;109.1;NA
1940;3;"Schleswig.Holstein";1.6;76.4;NA
1940;3;"Sachsen";2.1;91.2;NA
1940;3;"Thueringen.Sachsen.Anhalt";2.7;70.9;NA
1940;3;"Deutschland";2.8;86.7;NA
1940;3;"Niedersachsen.Hamburg.Bremen";3.2;91.8;NA
1940;3;"Rheinland.Pfalz";4.1;94;NA
1940;3;"Saarland";4.7;91.2;NA
1940;3;"Sachsen.Anhalt";2.8;68.7;NA
1940;3;"Thueringen";2.6;73.6;NA
1940;4;"Brandenburg.Berlin";8.2;27.2;NA
1940;4;"Brandenburg";8.2;27.4;NA
1940;4;"Baden.Wuerttemberg";8.1;63.1;NA
1940;4;"Bayern";7.9;49.3;NA
1940;4;"Hessen";8.2;68;NA
1940;4;"Mecklenburg.Vorpommern";6.1;36.2;NA
1940;4;"Niedersachsen";8;64.8;NA
1940;4;"Nordrhein.Westfalen";8.7;69;NA
1940;4;"Schleswig.Holstein";6;53.7;NA
1940;4;"Sachsen";8;28.8;NA
1940;4;"Thueringen.Sachsen.Anhalt";8.1;42.1;NA
1940;4;"Deutschland";7.9;53.5;NA
1940;4;"Niedersachsen.Hamburg.Bremen";8;64.9;NA
1940;4;"Rheinland.Pfalz";8.2;78.6;NA
1940;4;"Saarland";8.4;96.1;NA
1940;4;"Sachsen.Anhalt";8.4;38.2;NA
1940;4;"Thueringen";7.6;46.9;NA
1940;5;"Brandenburg.Berlin";12.8;42.2;NA
1940;5;"Brandenburg";12.8;42.3;NA
1940;5;"Baden.Wuerttemberg";12.1;84.7;NA
1940;5;"Bayern";11.5;129.5;NA
1940;5;"Hessen";12.4;21.7;NA
1940;5;"Mecklenburg.Vorpommern";11.7;46.9;NA
1940;5;"Niedersachsen";12.7;25.1;NA
1940;5;"Nordrhein.Westfalen";12.9;34.4;NA
1940;5;"Schleswig.Holstein";11.8;35.2;NA
1940;5;"Sachsen";11.7;68.5;NA
1940;5;"Thueringen.Sachsen.Anhalt";12.2;33.3;NA
1940;5;"Deutschland";12.2;59.5;NA
1940;5;"Niedersachsen.Hamburg.Bremen";12.7;25.2;NA
1940;5;"Rheinland.Pfalz";13;31;NA
1940;5;"Saarland";13.1;29;NA
1940;5;"Sachsen.Anhalt";12.7;30.1;NA
1940;5;"Thueringen";11.6;37.3;NA
1940;6;"Brandenburg.Berlin";18.7;36.9;NA
1940;6;"Brandenburg";18.7;36.7;NA
1940;6;"Baden.Wuerttemberg";15.6;117.2;NA
1940;6;"Bayern";15.7;85.2;NA
1940;6;"Hessen";16.6;70.1;NA
1940;6;"Mecklenburg.Vorpommern";17.3;37;NA
1940;6;"Niedersachsen";16.8;51.2;NA
1940;6;"Nordrhein.Westfalen";16.6;71.2;NA
1940;6;"Schleswig.Holstein";16.8;32.1;NA
1940;6;"Sachsen";17;45.6;NA
1940;6;"Thueringen.Sachsen.Anhalt";17.2;51.2;NA
1940;6;"Deutschland";16.7;65.5;NA
1940;6;"Niedersachsen.Hamburg.Bremen";16.8;50.8;NA
1940;6;"Rheinland.Pfalz";16.7;69;NA
1940;6;"Saarland";16.9;70.7;NA
1940;6;"Sachsen.Anhalt";18;43.5;NA
1940;6;"Thueringen";16.3;60.9;NA
1940;7;"Brandenburg.Berlin";17.6;74.7;NA
1940;7;"Brandenburg";17.6;74.9;NA
1940;7;"Baden.Wuerttemberg";15.8;157;NA
1940;7;"Bayern";15.7;165.4;NA
1940;7;"Hessen";15.7;128.4;NA
1940;7;"Mecklenburg.Vorpommern";16.8;78.1;NA
1940;7;"Niedersachsen";16.2;107.3;NA
1940;7;"Nordrhein.Westfalen";16;108.8;NA
1940;7;"Schleswig.Holstein";16.2;99.6;NA
1940;7;"Sachsen";16.3;149.3;NA
1940;7;"Thueringen.Sachsen.Anhalt";16.3;117.6;NA
1940;7;"Deutschland";16.2;125.6;NA
1940;7;"Niedersachsen.Hamburg.Bremen";16.2;106.9;NA
1940;7;"Rheinland.Pfalz";15.8;138.8;NA
1940;7;"Saarland";16;160.7;NA
1940;7;"Sachsen.Anhalt";17;82.3;NA
1940;7;"Thueringen";15.5;162.1;NA
1940;8;"Brandenburg.Berlin";15.3;96.7;NA
1940;8;"Brandenburg";15.2;96.7;NA
1940;8;"Baden.Wuerttemberg";14.4;104;NA
1940;8;"Bayern";13.9;116.1;NA
1940;8;"Hessen";14.3;56.5;NA
1940;8;"Mecklenburg.Vorpommern";14.8;97.7;NA
1940;8;"Niedersachsen";14.7;94.7;NA
1940;8;"Nordrhein.Westfalen";14.8;68.2;NA
1940;8;"Schleswig.Holstein";14.6;88.3;NA
1940;8;"Sachsen";14.2;109.3;NA
1940;8;"Thueringen.Sachsen.Anhalt";14.5;72.8;NA
1940;8;"Deutschland";14.5;90.9;NA
1940;8;"Niedersachsen.Hamburg.Bremen";14.7;95.1;NA
1940;8;"Rheinland.Pfalz";14.7;47.4;NA
1940;8;"Saarland";14.9;47;NA
1940;8;"Sachsen.Anhalt";15;72.5;NA
1940;8;"Thueringen";13.8;73.1;NA
1940;9;"Brandenburg.Berlin";12.3;48.1;NA
1940;9;"Brandenburg";12.3;48.2;NA
1940;9;"Baden.Wuerttemberg";12.9;186.5;NA
1940;9;"Bayern";12.6;153.6;NA
1940;9;"Hessen";12.4;101.4;NA
1940;9;"Mecklenburg.Vorpommern";11.8;45.6;NA
1940;9;"Niedersachsen";12.1;69.7;NA
1940;9;"Nordrhein.Westfalen";12.6;76.2;NA
1940;9;"Schleswig.Holstein";11.7;73.5;NA
1940;9;"Sachsen";12.3;89.7;NA
1940;9;"Thueringen.Sachsen.Anhalt";12.3;70.1;NA
1940;9;"Deutschland";12.4;100.5;NA
1940;9;"Niedersachsen.Hamburg.Bremen";12.1;69.7;NA
1940;9;"Rheinland.Pfalz";12.9;98.9;NA
1940;9;"Saarland";13.2;123.6;NA
1940;9;"Sachsen.Anhalt";12.5;48.8;NA
1940;9;"Thueringen";12;96.8;NA
1940;10;"Brandenburg.Berlin";7.8;12.5;NA
1940;10;"Brandenburg";7.8;12.6;NA
1940;10;"Baden.Wuerttemberg";7.8;43.7;NA
1940;10;"Bayern";7.5;42;NA
1940;10;"Hessen";7.3;32.7;NA
1940;10;"Mecklenburg.Vorpommern";7.6;24.6;NA
1940;10;"Niedersachsen";7.7;41;NA
1940;10;"Nordrhein.Westfalen";8.1;33;NA
1940;10;"Schleswig.Holstein";7.9;59;NA
1940;10;"Sachsen";7.3;26.4;NA
1940;10;"Thueringen.Sachsen.Anhalt";7.2;23.3;NA
1940;10;"Deutschland";7.6;35;NA
1940;10;"Niedersachsen.Hamburg.Bremen";7.7;41.2;NA
1940;10;"Rheinland.Pfalz";7.8;38.1;NA
1940;10;"Saarland";8;64.1;NA
1940;10;"Sachsen.Anhalt";7.5;21.9;NA
1940;10;"Thueringen";6.8;25.1;NA
1940;11;"Brandenburg.Berlin";5.9;67.9;NA
1940;11;"Brandenburg";5.9;67.6;NA
1940;11;"Baden.Wuerttemberg";5;103.2;NA
1940;11;"Bayern";4.3;82.5;NA
1940;11;"Hessen";5.5;114.1;NA
1940;11;"Mecklenburg.Vorpommern";5.5;55.7;NA
1940;11;"Niedersachsen";6.2;105.6;NA
1940;11;"Nordrhein.Westfalen";6.3;147.6;NA
1940;11;"Schleswig.Holstein";5.9;85.1;NA
1940;11;"Sachsen";5.3;79.6;NA
1940;11;"Thueringen.Sachsen.Anhalt";5.5;84.2;NA
1940;11;"Deutschland";5.4;94.3;NA
1940;11;"Niedersachsen.Hamburg.Bremen";6.2;105.3;NA
1940;11;"Rheinland.Pfalz";5.8;99.2;NA
1940;11;"Saarland";5.9;134.5;NA
1940;11;"Sachsen.Anhalt";5.8;73.5;NA
1940;11;"Thueringen";5;97.7;NA
1940;12;"Brandenburg.Berlin";-2.4;44.5;NA
1940;12;"Brandenburg";-2.4;44.5;NA
1940;12;"Baden.Wuerttemberg";-4.2;68.2;NA
1940;12;"Bayern";-5.2;63.6;NA
1940;12;"Hessen";-2.9;70.6;NA
1940;12;"Mecklenburg.Vorpommern";-1.4;39.8;NA
1940;12;"Niedersachsen";-0.9;93.3;NA
1940;12;"Nordrhein.Westfalen";-1;112.5;NA
1940;12;"Schleswig.Holstein";-0.3;66.3;NA
1940;12;"Sachsen";-4;58.9;NA
1940;12;"Thueringen.Sachsen.Anhalt";-3;59.9;NA
1940;12;"Deutschland";-2.8;69.4;NA
1940;12;"Niedersachsen.Hamburg.Bremen";-0.9;93;NA
1940;12;"Rheinland.Pfalz";-2.3;60.1;NA
1940;12;"Saarland";-2.2;72.2;NA
1940;12;"Sachsen.Anhalt";-2.3;53.5;NA
1940;12;"Thueringen";-3.8;68.1;NA
1941;1;"Brandenburg.Berlin";-6.8;34.1;NA
1941;1;"Brandenburg";-6.8;34.2;NA
1941;1;"Baden.Wuerttemberg";-4.8;119.5;NA
1941;1;"Bayern";-5.8;98.4;NA
1941;1;"Hessen";-4.8;66.9;NA
1941;1;"Mecklenburg.Vorpommern";-6.6;27.2;NA
1941;1;"Niedersachsen";-5.2;39.1;NA
1941;1;"Nordrhein.Westfalen";-3.4;46.5;NA
1941;1;"Schleswig.Holstein";-5.2;30.7;NA
1941;1;"Sachsen";-6.2;56.7;NA
1941;1;"Thueringen.Sachsen.Anhalt";-6.1;53.5;NA
1941;1;"Deutschland";-5.4;65.8;NA
1941;1;"Niedersachsen.Hamburg.Bremen";-5.2;39;NA
1941;1;"Rheinland.Pfalz";-3.9;89.6;NA
1941;1;"Saarland";-3.5;153.2;NA
1941;1;"Sachsen.Anhalt";-6.1;40.9;NA
1941;1;"Thueringen";-6.1;69.3;NA
1941;2;"Brandenburg.Berlin";-0.6;31.8;NA
1941;2;"Brandenburg";-0.6;31.8;NA
1941;2;"Baden.Wuerttemberg";0.6;67.2;NA
1941;2;"Bayern";-0.6;50.9;NA
1941;2;"Hessen";0.1;49.6;NA
1941;2;"Mecklenburg.Vorpommern";-1.4;34.9;NA
1941;2;"Niedersachsen";-0.3;49.1;NA
1941;2;"Nordrhein.Westfalen";1.1;49.1;NA
1941;2;"Schleswig.Holstein";-1.9;55.7;NA
1941;2;"Sachsen";-0.4;43.5;NA
1941;2;"Thueringen.Sachsen.Anhalt";-0.4;35.4;NA
1941;2;"Deutschland";-0.2;47.7;NA
1941;2;"Niedersachsen.Hamburg.Bremen";-0.3;49.2;NA
1941;2;"Rheinland.Pfalz";0.7;48.6;NA
1941;2;"Saarland";1.3;71.2;NA
1941;2;"Sachsen.Anhalt";-0.2;31.1;NA
1941;2;"Thueringen";-0.6;40.7;NA
1941;3;"Brandenburg.Berlin";2.7;33.1;NA
1941;3;"Brandenburg";2.7;33.2;NA
1941;3;"Baden.Wuerttemberg";4.1;80.9;NA
1941;3;"Bayern";3.2;73.9;NA
1941;3;"Hessen";4;70.9;NA
1941;3;"Mecklenburg.Vorpommern";1.8;36;NA
1941;3;"Niedersachsen";2.9;43.4;NA
1941;3;"Nordrhein.Westfalen";4.5;78.5;NA
1941;3;"Schleswig.Holstein";1.8;34.8;NA
1941;3;"Sachsen";2.4;69.1;NA
1941;3;"Thueringen.Sachsen.Anhalt";2.8;52.1;NA
1941;3;"Deutschland";3.3;61.2;NA
1941;3;"Niedersachsen.Hamburg.Bremen";2.9;43.3;NA
1941;3;"Rheinland.Pfalz";4.7;79.4;NA
1941;3;"Saarland";5.5;103.2;NA
1941;3;"Sachsen.Anhalt";3;43.1;NA
1941;3;"Thueringen";2.6;63.5;NA
1941;4;"Brandenburg.Berlin";5.7;31.6;NA
1941;4;"Brandenburg";5.7;31.6;NA
1941;4;"Baden.Wuerttemberg";5.6;76.9;NA
1941;4;"Bayern";5.2;75.3;NA
1941;4;"Hessen";5.9;29.5;NA
1941;4;"Mecklenburg.Vorpommern";4.5;31.5;NA
1941;4;"Niedersachsen";5.7;31.8;NA
1941;4;"Nordrhein.Westfalen";6.5;25.6;NA
1941;4;"Schleswig.Holstein";4.6;28.8;NA
1941;4;"Sachsen";5;80.2;NA
1941;4;"Thueringen.Sachsen.Anhalt";5.3;39.6;NA
1941;4;"Deutschland";5.5;47.8;NA
1941;4;"Niedersachsen.Hamburg.Bremen";5.7;31.8;NA
1941;4;"Rheinland.Pfalz";6.3;38.3;NA
1941;4;"Saarland";6.6;37.7;NA
1941;4;"Sachsen.Anhalt";5.7;30.8;NA
1941;4;"Thueringen";4.7;50.7;NA
1941;5;"Brandenburg.Berlin";10.3;72.3;NA
1941;5;"Brandenburg";10.3;72.5;NA
1941;5;"Baden.Wuerttemberg";8.7;96.8;NA
1941;5;"Bayern";8.5;92.1;NA
1941;5;"Hessen";8.9;72;NA
1941;5;"Mecklenburg.Vorpommern";9.4;39;NA
1941;5;"Niedersachsen";9.8;53.1;NA
1941;5;"Nordrhein.Westfalen";9.5;60.1;NA
1941;5;"Schleswig.Holstein";9.4;42.7;NA
1941;5;"Sachsen";8.8;155.7;NA
1941;5;"Thueringen.Sachsen.Anhalt";9.4;95.9;NA
1941;5;"Deutschland";9.2;77.2;NA
1941;5;"Niedersachsen.Hamburg.Bremen";9.8;53;NA
1941;5;"Rheinland.Pfalz";9;54.5;NA
1941;5;"Saarland";9.2;60.8;NA
1941;5;"Sachsen.Anhalt";10;83.7;NA
1941;5;"Thueringen";8.5;111.2;NA
1941;6;"Brandenburg.Berlin";17.2;47.6;NA
1941;6;"Brandenburg";17.2;47.4;NA
1941;6;"Baden.Wuerttemberg";16;124.8;NA
1941;6;"Bayern";15.6;85.2;NA
1941;6;"Hessen";16.5;69.5;NA
1941;6;"Mecklenburg.Vorpommern";16.2;39.7;NA
1941;6;"Niedersachsen";16.6;28.1;NA
1941;6;"Nordrhein.Westfalen";16.8;50.2;NA
1941;6;"Schleswig.Holstein";15.5;26.1;NA
1941;6;"Sachsen";16;70.9;NA
1941;6;"Thueringen.Sachsen.Anhalt";16.5;57.1;NA
1941;6;"Deutschland";16.3;66;NA
1941;6;"Niedersachsen.Hamburg.Bremen";16.6;28.1;NA
1941;6;"Rheinland.Pfalz";16.6;102.1;NA
1941;6;"Saarland";16.8;109;NA
1941;6;"Sachsen.Anhalt";17;54.2;NA
1941;6;"Thueringen";15.8;60.7;NA
1941;7;"Brandenburg.Berlin";19.9;86.1;NA
1941;7;"Brandenburg";19.8;85.5;NA
1941;7;"Baden.Wuerttemberg";17.9;89.6;NA
1941;7;"Bayern";17.4;158.7;NA
1941;7;"Hessen";18.3;75.4;NA
1941;7;"Mecklenburg.Vorpommern";19.6;89.2;NA
1941;7;"Niedersachsen";19.2;70.7;NA
1941;7;"Nordrhein.Westfalen";18.9;56.8;NA
1941;7;"Schleswig.Holstein";19.2;72.5;NA
1941;7;"Sachsen";18.2;109;NA
1941;7;"Thueringen.Sachsen.Anhalt";18.6;95.8;NA
1941;7;"Deutschland";18.6;95.3;NA
1941;7;"Niedersachsen.Hamburg.Bremen";19.3;71;NA
1941;7;"Rheinland.Pfalz";18.2;54.1;NA
1941;7;"Saarland";18.2;65.4;NA
1941;7;"Sachsen.Anhalt";19.3;87.8;NA
1941;7;"Thueringen";17.8;105.9;NA
1941;8;"Brandenburg.Berlin";15.9;80;NA
1941;8;"Brandenburg";15.9;80.3;NA
1941;8;"Baden.Wuerttemberg";14.8;127.6;NA
1941;8;"Bayern";14.7;143.8;NA
1941;8;"Hessen";14.5;136.7;NA
1941;8;"Mecklenburg.Vorpommern";15.1;99.3;NA
1941;8;"Niedersachsen";15;128;NA
1941;8;"Nordrhein.Westfalen";14.8;155.8;NA
1941;8;"Schleswig.Holstein";15;133;NA
1941;8;"Sachsen";15.2;96.4;NA
1941;8;"Thueringen.Sachsen.Anhalt";15.1;85.3;NA
1941;8;"Deutschland";15;122.4;NA
1941;8;"Niedersachsen.Hamburg.Bremen";15;127.7;NA
1941;8;"Rheinland.Pfalz";14.8;124.3;NA
1941;8;"Saarland";14.9;136.8;NA
1941;8;"Sachsen.Anhalt";15.6;73.8;NA
1941;8;"Thueringen";14.4;99.8;NA
1941;9;"Brandenburg.Berlin";12.4;45.8;NA
1941;9;"Brandenburg";12.4;45.7;NA
1941;9;"Baden.Wuerttemberg";12;28.7;NA
1941;9;"Bayern";11.4;53.2;NA
1941;9;"Hessen";12.4;30.2;NA
1941;9;"Mecklenburg.Vorpommern";12.4;49.9;NA
1941;9;"Niedersachsen";12.8;45.8;NA
1941;9;"Nordrhein.Westfalen";13.2;43.8;NA
1941;9;"Schleswig.Holstein";12.6;33.7;NA
1941;9;"Sachsen";11.6;79.5;NA
1941;9;"Thueringen.Sachsen.Anhalt";12.1;45.1;NA
1941;9;"Deutschland";12.3;44.3;NA
1941;9;"Niedersachsen.Hamburg.Bremen";12.8;45.8;NA
1941;9;"Rheinland.Pfalz";12.9;20.1;NA
1941;9;"Saarland";12.9;16.4;NA
1941;9;"Sachsen.Anhalt";12.5;44.3;NA
1941;9;"Thueringen";11.7;46.1;NA
1941;10;"Brandenburg.Berlin";8;98.3;NA
1941;10;"Brandenburg";8;98.1;NA
1941;10;"Baden.Wuerttemberg";7.6;132.3;NA
1941;10;"Bayern";7.2;146.3;NA
1941;10;"Hessen";8.1;115.1;NA
1941;10;"Mecklenburg.Vorpommern";8.1;106.6;NA
1941;10;"Niedersachsen";8.5;140.8;NA
1941;10;"Nordrhein.Westfalen";8.9;146.3;NA
1941;10;"Schleswig.Holstein";8.2;112.7;NA
1941;10;"Sachsen";7.6;127.3;NA
1941;10;"Thueringen.Sachsen.Anhalt";7.9;120;NA
1941;10;"Deutschland";8;126.9;NA
1941;10;"Niedersachsen.Hamburg.Bremen";8.5;140.5;NA
1941;10;"Rheinland.Pfalz";8.4;88.6;NA
1941;10;"Saarland";8.6;87.4;NA
1941;10;"Sachsen.Anhalt";8.3;108.8;NA
1941;10;"Thueringen";7.5;134.1;NA
1941;11;"Brandenburg.Berlin";1.4;27.7;NA
1941;11;"Brandenburg";1.4;27.8;NA
1941;11;"Baden.Wuerttemberg";2.3;39;NA
1941;11;"Bayern";0.9;37.4;NA
1941;11;"Hessen";2.3;41.3;NA
1941;11;"Mecklenburg.Vorpommern";1.5;24.8;NA
1941;11;"Niedersachsen";2.7;38.6;NA
1941;11;"Nordrhein.Westfalen";3.5;41;NA
1941;11;"Schleswig.Holstein";2.7;29.9;NA
1941;11;"Sachsen";1.2;40.7;NA
1941;11;"Thueringen.Sachsen.Anhalt";1.6;44;NA
1941;11;"Deutschland";2;37.3;NA
1941;11;"Niedersachsen.Hamburg.Bremen";2.7;38.5;NA
1941;11;"Rheinland.Pfalz";2.9;38.8;NA
1941;11;"Saarland";3.3;35.6;NA
1941;11;"Sachsen.Anhalt";1.9;40.2;NA
1941;11;"Thueringen";1.1;48.8;NA
1941;12;"Brandenburg.Berlin";1.9;62.4;NA
1941;12;"Brandenburg";1.9;62.4;NA
1941;12;"Baden.Wuerttemberg";0.4;67.3;NA
1941;12;"Bayern";-0.5;66.3;NA
1941;12;"Hessen";1.4;76.1;NA
1941;12;"Mecklenburg.Vorpommern";2.5;66.9;NA
1941;12;"Niedersachsen";3.2;82.7;NA
1941;12;"Nordrhein.Westfalen";3;106.8;NA
1941;12;"Schleswig.Holstein";3.3;80.3;NA
1941;12;"Sachsen";0.8;92.8;NA
1941;12;"Thueringen.Sachsen.Anhalt";1.5;60;NA
1941;12;"Deutschland";1.5;74.2;NA
1941;12;"Niedersachsen.Hamburg.Bremen";3.2;82.6;NA
1941;12;"Rheinland.Pfalz";2;65.7;NA
1941;12;"Saarland";1.8;84.4;NA
1941;12;"Sachsen.Anhalt";2.1;51.3;NA
1941;12;"Thueringen";0.8;71.1;NA
1942;1;"Brandenburg.Berlin";-7.8;15.3;NA
1942;1;"Brandenburg";-7.8;15.4;NA
1942;1;"Baden.Wuerttemberg";-7.4;78.5;NA
1942;1;"Bayern";-9.6;60.8;NA
1942;1;"Hessen";-7.9;43.3;NA
1942;1;"Niedersachsen";-7;25.4;NA
1942;1;"Nordrhein.Westfalen";-6.2;46.9;NA
1942;1;"Schleswig.Holstein";-7;25.9;NA
1942;1;"Sachsen";-9.2;34.2;NA
1942;1;"Thueringen.Sachsen.Anhalt";-8.7;21.8;NA
1942;1;"Deutschland";-7.9;41.7;NA
1942;1;"Mecklenburg.Vorpommern";-7.5;20;NA
1942;1;"Niedersachsen.Hamburg.Bremen";-7;25.4;NA
1942;1;"Rheinland.Pfalz";-6.6;54.4;NA
1942;1;"Saarland";-6.1;66.4;NA
1942;1;"Sachsen.Anhalt";-8.1;16.9;NA
1942;1;"Thueringen";-9.4;27.9;NA
1942;2;"Brandenburg.Berlin";-5.4;21.3;NA
1942;2;"Brandenburg";-5.4;21.3;NA
1942;2;"Baden.Wuerttemberg";-5;45.4;NA
1942;2;"Bayern";-5.9;36.5;NA
1942;2;"Hessen";-5.2;23.3;NA
1942;2;"Niedersachsen";-5.3;23.1;NA
1942;2;"Nordrhein.Westfalen";-4.7;29.5;NA
1942;2;"Schleswig.Holstein";-5.5;21.3;NA
1942;2;"Sachsen";-5.9;35.1;NA
1942;2;"Thueringen.Sachsen.Anhalt";-5.4;24.9;NA
1942;2;"Deutschland";-5.4;29.3;NA
1942;2;"Mecklenburg.Vorpommern";-5.8;18.1;NA
1942;2;"Niedersachsen.Hamburg.Bremen";-5.3;23.1;NA
1942;2;"Rheinland.Pfalz";-5;30.3;NA
1942;2;"Saarland";-4.4;28.4;NA
1942;2;"Sachsen.Anhalt";-5;20;NA
1942;2;"Thueringen";-6;31.1;NA
1942;3;"Brandenburg.Berlin";-0.6;13.6;NA
1942;3;"Brandenburg";-0.6;13.6;NA
1942;3;"Baden.Wuerttemberg";3.6;64;NA
1942;3;"Bayern";2;50.3;NA
1942;3;"Hessen";2.4;41.3;NA
1942;3;"Niedersachsen";0.8;23.5;NA
1942;3;"Nordrhein.Westfalen";3.1;29.1;NA
1942;3;"Schleswig.Holstein";-1.3;21.3;NA
1942;3;"Sachsen";0.6;19.5;NA
1942;3;"Thueringen.Sachsen.Anhalt";0.7;26.9;NA
1942;3;"Deutschland";1.4;34.3;NA
1942;3;"Mecklenburg.Vorpommern";-1.6;14.9;NA
1942;3;"Niedersachsen.Hamburg.Bremen";0.8;23.5;NA
1942;3;"Rheinland.Pfalz";3.5;40.3;NA
1942;3;"Saarland";4.6;47.9;NA
1942;3;"Sachsen.Anhalt";0.4;22.5;NA
1942;3;"Thueringen";1;32.5;NA
1942;4;"Brandenburg.Berlin";7.6;20.3;NA
1942;4;"Brandenburg";7.6;20.3;NA
1942;4;"Baden.Wuerttemberg";8;57.4;NA
1942;4;"Bayern";7;48.8;NA
1942;4;"Hessen";8;33.6;NA
1942;4;"Niedersachsen";7.4;36.8;NA
1942;4;"Nordrhein.Westfalen";8.6;40;NA
1942;4;"Schleswig.Holstein";6.3;39.5;NA
1942;4;"Sachsen";7;24.9;NA
1942;4;"Thueringen.Sachsen.Anhalt";7.4;22.5;NA
1942;4;"Deutschland";7.5;37.3;NA
1942;4;"Mecklenburg.Vorpommern";6;28.7;NA
1942;4;"Niedersachsen.Hamburg.Bremen";7.4;36.7;NA
1942;4;"Rheinland.Pfalz";8.8;32.5;NA
1942;4;"Saarland";9.2;33.4;NA
1942;4;"Sachsen.Anhalt";7.7;19.5;NA
1942;4;"Thueringen";6.9;26.3;NA
1942;5;"Brandenburg.Berlin";13.1;44.6;NA
1942;5;"Brandenburg";13.1;44.6;NA
1942;5;"Baden.Wuerttemberg";12;101.1;NA
1942;5;"Bayern";11.9;81.4;NA
1942;5;"Hessen";12;70.5;NA
1942;5;"Niedersachsen";11.9;52.4;NA
1942;5;"Nordrhein.Westfalen";12.1;70.7;NA
1942;5;"Schleswig.Holstein";11;43.3;NA
1942;5;"Sachsen";12.7;59.9;NA
1942;5;"Thueringen.Sachsen.Anhalt";12.5;54.4;NA
1942;5;"Deutschland";12.1;67.9;NA
1942;5;"Mecklenburg.Vorpommern";11.4;56.2;NA
1942;5;"Niedersachsen.Hamburg.Bremen";11.9;52.3;NA
1942;5;"Rheinland.Pfalz";12.2;88.2;NA
1942;5;"Saarland";12.4;84.3;NA
1942;5;"Sachsen.Anhalt";13;41.6;NA
1942;5;"Thueringen";11.8;70.5;NA
1942;6;"Brandenburg.Berlin";15.2;34.5;NA
1942;6;"Brandenburg";15.1;34.5;NA
1942;6;"Baden.Wuerttemberg";14.8;78.1;NA
1942;6;"Bayern";14.5;76.3;NA
1942;6;"Hessen";14.3;71.4;NA
1942;6;"Niedersachsen";13.9;44.2;NA
1942;6;"Nordrhein.Westfalen";14.5;56.5;NA
1942;6;"Schleswig.Holstein";13.3;31.5;NA
1942;6;"Sachsen";14.3;40.2;NA
1942;6;"Thueringen.Sachsen.Anhalt";14.3;47.1;NA
1942;6;"Deutschland";14.4;57.3;NA
1942;6;"Mecklenburg.Vorpommern";14.1;46.5;NA
1942;6;"Niedersachsen.Hamburg.Bremen";13.9;44.2;NA
1942;6;"Rheinland.Pfalz";14.8;67.6;NA
1942;6;"Saarland";15.1;77.3;NA
1942;6;"Sachsen.Anhalt";14.8;38.3;NA
1942;6;"Thueringen";13.7;58.2;NA
1942;7;"Brandenburg.Berlin";17.1;111.6;NA
1942;7;"Brandenburg";17.1;111.8;NA
1942;7;"Baden.Wuerttemberg";16.2;139.4;NA
1942;7;"Bayern";15.9;135.4;NA
1942;7;"Hessen";15.7;105.5;NA
1942;7;"Niedersachsen";15.8;152.9;NA
1942;7;"Nordrhein.Westfalen";15.8;145.4;NA
1942;7;"Schleswig.Holstein";15.6;140.5;NA
1942;7;"Sachsen";16.2;109.1;NA
1942;7;"Thueringen.Sachsen.Anhalt";16.1;102.9;NA
1942;7;"Deutschland";16.1;129.3;NA
1942;7;"Mecklenburg.Vorpommern";16.3;124.7;NA
1942;7;"Niedersachsen.Hamburg.Bremen";15.8;153;NA
1942;7;"Rheinland.Pfalz";16;120.8;NA
1942;7;"Saarland";16.3;111.8;NA
1942;7;"Sachsen.Anhalt";16.6;108.4;NA
1942;7;"Thueringen";15.6;95.9;NA
1942;8;"Brandenburg.Berlin";19;34.4;NA
1942;8;"Brandenburg";18.9;34.2;NA
1942;8;"Baden.Wuerttemberg";17;61.6;NA
1942;8;"Bayern";16.7;65;NA
