"Jahr";"Monat";"Bundesland";"AvgTemp";"PrecipMM";"SunDuration"
1881;1;"Brandenburg.Berlin";-5.5;20.4;NA
1881;1;"Brandenburg";-5.6;20.3;NA
1881;1;"Baden.Wuerttemberg";-4.9;36.2;NA
1881;1;"Bayern";-6.5;22.5;NA
1881;1;"Hessen";-5.7;33.2;NA
1881;1;"Mecklenburg.Vorpommern";-5.1;16.8;NA
1881;1;"Niedersachsen";-4.6;35.1;NA
1881;1;"Niedersachsen.Hamburg.Bremen";-4.6;34.9;NA
1881;1;"Nordrhein.Westfalen";-4.2;40.6;NA
1881;1;"Rheinland.Pfalz";-4.5;39.3;NA
1881;1;"Schleswig.Holstein";-4.1;21.5;NA
1881;1;"Saarland";-4.2;52.8;NA
1881;1;"Sachsen";-6.2;21.8;NA
1881;1;"Sachsen.Anhalt";-5.9;23.5;NA
1881;1;"Thueringen.Sachsen.Anhalt";-6.3;25;NA
1881;1;"Thueringen";-6.8;26.8;NA
1881;1;"Deutschland";-5.4;28.7;NA
1881;2;"Brandenburg.Berlin";-1;24.2;NA
1881;2;"Brandenburg";-1;24.1;NA
1881;2;"Baden.Wuerttemberg";1.3;56.7;NA
1881;2;"Bayern";-0.7;39.4;NA
1881;2;"Hessen";0.8;56;NA
1881;2;"Mecklenburg.Vorpommern";-2;21.7;NA
1881;2;"Niedersachsen";-0.1;43.9;NA
1881;2;"Niedersachsen.Hamburg.Bremen";-0.1;43.8;NA
1881;2;"Nordrhein.Westfalen";1.6;68.2;NA
1881;2;"Rheinland.Pfalz";1.5;63.7;NA
1881;2;"Schleswig.Holstein";-1.8;30.5;NA
1881;2;"Saarland";2.3;77;NA
1881;2;"Sachsen";-0.9;34.7;NA
1881;2;"Sachsen.Anhalt";-0.4;29;NA
1881;2;"Thueringen.Sachsen.Anhalt";-0.3;36.5;NA
1881;2;"Thueringen";-0.3;46;NA
1881;2;"Deutschland";-0.1;43.7;NA
1881;3;"Brandenburg.Berlin";1.7;60.7;NA
1881;3;"Brandenburg";1.7;60.7;NA
1881;3;"Baden.Wuerttemberg";4.4;84.6;NA
1881;3;"Bayern";2.5;89;NA
1881;3;"Hessen";3.4;99.5;NA
1881;3;"Mecklenburg.Vorpommern";0.4;43.2;NA
1881;3;"Niedersachsen";2.2;91.3;NA
1881;3;"Niedersachsen.Hamburg.Bremen";2.2;90.9;NA
1881;3;"Nordrhein.Westfalen";3.8;124.7;NA
1881;3;"Rheinland.Pfalz";4.5;95.4;NA
1881;3;"Schleswig.Holstein";0.5;55.4;NA
1881;3;"Saarland";5.4;101.4;NA
1881;3;"Sachsen";1.8;101.5;NA
1881;3;"Sachsen.Anhalt";2.2;74.4;NA
1881;3;"Thueringen.Sachsen.Anhalt";2.2;84.6;NA
1881;3;"Thueringen";2.1;97.5;NA
1881;3;"Deutschland";2.6;86.6;NA
1881;4;"Brandenburg.Berlin";5.6;8.8;NA
1881;4;"Brandenburg";5.6;8.8;NA
1881;4;"Baden.Wuerttemberg";6.6;64.6;NA
1881;4;"Bayern";5;52.4;NA
1881;4;"Hessen";5.9;26.2;NA
1881;4;"Mecklenburg.Vorpommern";4.6;5.2;NA
1881;4;"Niedersachsen";5.6;11.9;NA
1881;4;"Niedersachsen.Hamburg.Bremen";5.6;11.8;NA
1881;4;"Nordrhein.Westfalen";6.4;28.4;NA
1881;4;"Rheinland.Pfalz";6.7;41.9;NA
1881;4;"Schleswig.Holstein";5;7.7;NA
1881;4;"Saarland";7.1;48.4;NA
1881;4;"Sachsen";4.4;26.3;NA
1881;4;"Sachsen.Anhalt";5.5;11.1;NA
1881;4;"Thueringen.Sachsen.Anhalt";5;18.3;NA
1881;4;"Thueringen";4.4;27.4;NA
1881;4;"Deutschland";5.6;30.1;NA
1881;5;"Brandenburg.Berlin";12.9;31.3;NA
1881;5;"Brandenburg";12.8;31.3;NA
1881;5;"Baden.Wuerttemberg";11.4;61.5;NA
1881;5;"Bayern";11;95;NA
1881;5;"Hessen";12.2;31.1;NA
1881;5;"Mecklenburg.Vorpommern";11.6;16.3;NA
1881;5;"Niedersachsen";12;25.8;NA
1881;5;"Niedersachsen.Hamburg.Bremen";12;25.8;NA
1881;5;"Nordrhein.Westfalen";12.6;31.9;NA
1881;5;"Rheinland.Pfalz";12.3;38;NA
1881;5;"Schleswig.Holstein";11.2;30;NA
1881;5;"Saarland";12.4;36.7;NA
1881;5;"Sachsen";11.5;57.9;NA
1881;5;"Sachsen.Anhalt";12.6;30.4;NA
1881;5;"Thueringen.Sachsen.Anhalt";12.1;33.8;NA
1881;5;"Thueringen";11.4;38;NA
1881;5;"Deutschland";11.8;47.3;NA
1881;6;"Brandenburg.Berlin";15.7;62.3;NA
1881;6;"Brandenburg";15.7;62.1;NA
1881;6;"Baden.Wuerttemberg";15.3;75.5;NA
1881;6;"Bayern";14.7;83.9;NA
1881;6;"Hessen";15.3;41;NA
1881;6;"Mecklenburg.Vorpommern";15.1;41.5;NA
1881;6;"Niedersachsen";14.9;39.7;NA
1881;6;"Niedersachsen.Hamburg.Bremen";14.9;39.4;NA
1881;6;"Nordrhein.Westfalen";15.4;37.6;NA
1881;6;"Rheinland.Pfalz";15.6;37.1;NA
1881;6;"Schleswig.Holstein";14.8;32.4;NA
1881;6;"Saarland";15.8;38.3;NA
1881;6;"Sachsen";14.5;94.6;NA
1881;6;"Sachsen.Anhalt";15.5;61.3;NA
1881;6;"Thueringen.Sachsen.Anhalt";15.1;62.8;NA
1881;6;"Thueringen";14.6;64.6;NA
1881;6;"Deutschland";15.1;58.7;NA
1881;7;"Brandenburg.Berlin";19.2;50.5;NA
1881;7;"Brandenburg";19.2;50.5;NA
1881;7;"Baden.Wuerttemberg";19.1;80.9;NA
1881;7;"Bayern";18.4;76.8;NA
1881;7;"Hessen";18.8;58.2;NA
1881;7;"Mecklenburg.Vorpommern";17.9;64.8;NA
1881;7;"Niedersachsen";18.4;72.9;NA
1881;7;"Niedersachsen.Hamburg.Bremen";18.4;73.7;NA
1881;7;"Nordrhein.Westfalen";19;67;NA
1881;7;"Rheinland.Pfalz";19;69.8;NA
1881;7;"Schleswig.Holstein";17.5;102.5;NA
1881;7;"Saarland";19.3;84.9;NA
1881;7;"Sachsen";18.3;62.2;NA
1881;7;"Sachsen.Anhalt";19.1;48.1;NA
1881;7;"Thueringen.Sachsen.Anhalt";18.6;49.7;NA
1881;7;"Thueringen";18;51.8;NA
1881;7;"Deutschland";18.6;69;NA
1881;8;"Brandenburg.Berlin";16.5;95.2;NA
1881;8;"Brandenburg";16.5;95.2;NA
1881;8;"Baden.Wuerttemberg";16.7;128.2;NA
1881;8;"Bayern";16.1;124.4;NA
1881;8;"Hessen";15.8;104.4;NA
1881;8;"Mecklenburg.Vorpommern";15.4;86.9;NA
1881;8;"Niedersachsen";15.4;110.4;NA
1881;8;"Niedersachsen.Hamburg.Bremen";15.4;110.2;NA
1881;8;"Nordrhein.Westfalen";15.6;146;NA
1881;8;"Rheinland.Pfalz";16.1;99.3;NA
1881;8;"Schleswig.Holstein";15.2;124;NA
1881;8;"Saarland";16.5;86.9;NA
1881;8;"Sachsen";15.8;135.9;NA
1881;8;"Sachsen.Anhalt";16.1;97.2;NA
1881;8;"Thueringen.Sachsen.Anhalt";15.7;105.8;NA
1881;8;"Thueringen";15.2;116.7;NA
1881;8;"Deutschland";15.9;115.8;NA
1881;9;"Brandenburg.Berlin";12.7;57.2;NA
1881;9;"Brandenburg";12.7;57.2;NA
1881;9;"Baden.Wuerttemberg";11.7;106;NA
1881;9;"Bayern";11.2;89.1;NA
1881;9;"Hessen";12;49.3;NA
1881;9;"Mecklenburg.Vorpommern";12.4;66.6;NA
1881;9;"Niedersachsen";12.6;46.9;NA
1881;9;"Niedersachsen.Hamburg.Bremen";12.6;46.9;NA
1881;9;"Nordrhein.Westfalen";12.8;72.8;NA
1881;9;"Rheinland.Pfalz";12.2;77.1;NA
1881;9;"Schleswig.Holstein";12.7;48.8;NA
1881;9;"Saarland";12.2;84.2;NA
1881;9;"Sachsen";11.5;77;NA
1881;9;"Sachsen.Anhalt";12.4;50;NA
1881;9;"Thueringen.Sachsen.Anhalt";11.9;51.8;NA
1881;9;"Thueringen";11.4;54;NA
1881;9;"Deutschland";12.1;70.1;NA
1881;10;"Brandenburg.Berlin";5.6;70.4;NA
1881;10;"Brandenburg";5.5;70.4;NA
1881;10;"Baden.Wuerttemberg";4.5;69.8;NA
1881;10;"Bayern";4.1;69.2;NA
1881;10;"Hessen";4.8;73.1;NA
1881;10;"Mecklenburg.Vorpommern";5.9;74.8;NA
1881;10;"Niedersachsen";5.5;84.2;NA
1881;10;"Niedersachsen.Hamburg.Bremen";5.5;84.4;NA
1881;10;"Nordrhein.Westfalen";5.6;70.6;NA
1881;10;"Rheinland.Pfalz";5.1;69.1;NA
1881;10;"Schleswig.Holstein";6.3;116.6;NA
1881;10;"Saarland";5.2;71.2;NA
1881;10;"Sachsen";4.3;72.1;NA
1881;10;"Sachsen.Anhalt";5.2;74;NA
1881;10;"Thueringen.Sachsen.Anhalt";4.7;74;NA
1881;10;"Thueringen";4.2;74;NA
1881;10;"Deutschland";5;74.9;NA
1881;11;"Brandenburg.Berlin";6;18.8;NA
1881;11;"Brandenburg";6;18.8;NA
1881;11;"Baden.Wuerttemberg";5.6;27.9;NA
1881;11;"Bayern";4;23.3;NA
1881;11;"Hessen";5.9;29.2;NA
1881;11;"Mecklenburg.Vorpommern";5.6;31.7;NA
1881;11;"Niedersachsen";6.5;35.5;NA
1881;11;"Niedersachsen.Hamburg.Bremen";6.5;35.7;NA
1881;11;"Nordrhein.Westfalen";7.2;43.8;NA
1881;11;"Rheinland.Pfalz";6.4;32.6;NA
1881;11;"Schleswig.Holstein";5.9;55.9;NA
1881;11;"Saarland";6.5;42.1;NA
1881;11;"Sachsen";5.1;17;NA
1881;11;"Sachsen.Anhalt";6.1;15.9;NA
1881;11;"Thueringen.Sachsen.Anhalt";5.7;18.2;NA
1881;11;"Thueringen";5.3;21.1;NA
1881;11;"Deutschland";5.7;29.1;NA
1881;12;"Brandenburg.Berlin";1.4;21.5;NA
1881;12;"Brandenburg";1.4;21.5;NA
1881;12;"Baden.Wuerttemberg";0.1;36.6;NA
1881;12;"Bayern";-0.4;39.8;NA
1881;12;"Hessen";0.8;48.4;NA
1881;12;"Mecklenburg.Vorpommern";1.6;25;NA
1881;12;"Niedersachsen";1.9;46;NA
1881;12;"Niedersachsen.Hamburg.Bremen";1.9;45.9;NA
1881;12;"Nordrhein.Westfalen";1.9;60.5;NA
1881;12;"Rheinland.Pfalz";1;48;NA
1881;12;"Schleswig.Holstein";2.2;50.4;NA
1881;12;"Saarland";1;52.3;NA
1881;12;"Sachsen";0.5;30;NA
1881;12;"Sachsen.Anhalt";1.3;21.4;NA
1881;12;"Thueringen.Sachsen.Anhalt";0.9;28.4;NA
1881;12;"Thueringen";0.4;37.2;NA
1881;12;"Deutschland";0.9;39.6;NA
1882;1;"Brandenburg.Berlin";1.4;19.7;NA
1882;1;"Brandenburg";1.4;19.6;NA
1882;1;"Baden.Wuerttemberg";-0.7;23.6;NA
1882;1;"Bayern";-1.3;21.9;NA
1882;1;"Hessen";-0.3;22.9;NA
1882;1;"Mecklenburg.Vorpommern";1.6;25.8;NA
1882;1;"Niedersachsen";1.7;34.6;NA
1882;1;"Niedersachsen.Hamburg.Bremen";1.7;34.6;NA
1882;1;"Nordrhein.Westfalen";1.3;35.2;NA
1882;1;"Rheinland.Pfalz";-0.2;24.7;NA
1882;1;"Schleswig.Holstein";2.1;43.4;NA
1882;1;"Saarland";0;29.2;NA
1882;1;"Sachsen";0.6;17.6;NA
1882;1;"Sachsen.Anhalt";1.2;18.9;NA
1882;1;"Thueringen.Sachsen.Anhalt";0.6;19.2;NA
1882;1;"Thueringen";-0.1;19.4;NA
1882;1;"Deutschland";0.4;25.8;NA
1882;2;"Brandenburg.Berlin";2.1;21.1;NA
1882;2;"Brandenburg";2.1;21.1;NA
1882;2;"Baden.Wuerttemberg";0.7;33.6;NA
1882;2;"Bayern";-0.6;25.6;NA
1882;2;"Hessen";1.4;34.8;NA
1882;2;"Mecklenburg.Vorpommern";2;22.8;NA
1882;2;"Niedersachsen";3;35.9;NA
1882;2;"Niedersachsen.Hamburg.Bremen";3;35.9;NA
1882;2;"Nordrhein.Westfalen";3.1;48.7;NA
1882;2;"Rheinland.Pfalz";1.7;40.1;NA
1882;2;"Schleswig.Holstein";2.7;30.5;NA
1882;2;"Saarland";2.2;43.2;NA
1882;2;"Sachsen";1.4;26.9;NA
1882;2;"Sachsen.Anhalt";2.2;20.8;NA
1882;2;"Thueringen.Sachsen.Anhalt";1.8;24.2;NA
1882;2;"Thueringen";1.3;28.4;NA
1882;2;"Deutschland";1.5;31;NA
1882;3;"Brandenburg.Berlin";6.4;43.2;NA
1882;3;"Brandenburg";6.4;43.1;NA
1882;3;"Baden.Wuerttemberg";5.9;35;NA
1882;3;"Bayern";4.9;37;NA
1882;3;"Hessen";6.1;40.3;NA
1882;3;"Mecklenburg.Vorpommern";5.6;47.4;NA
1882;3;"Niedersachsen";6.5;55;NA
1882;3;"Niedersachsen.Hamburg.Bremen";6.5;55.1;NA
1882;3;"Nordrhein.Westfalen";6.9;59.7;NA
1882;3;"Rheinland.Pfalz";6.3;42.3;NA
1882;3;"Schleswig.Holstein";5.8;60.8;NA
1882;3;"Saarland";6.8;44.2;NA
1882;3;"Sachsen";5.9;44.1;NA
1882;3;"Sachsen.Anhalt";6.6;48.5;NA
1882;3;"Thueringen.Sachsen.Anhalt";6.2;46.7;NA
1882;3;"Thueringen";5.8;44.6;NA
1882;3;"Deutschland";6;45.6;NA
1882;4;"Brandenburg.Berlin";8.3;30.5;NA
1882;4;"Brandenburg";8.2;30.5;NA
1882;4;"Baden.Wuerttemberg";7.9;65.6;NA
1882;4;"Bayern";6.9;56.1;NA
1882;4;"Hessen";7.8;41.3;NA
1882;4;"Mecklenburg.Vorpommern";7.4;29.2;NA
1882;4;"Niedersachsen";8.1;33.3;NA
1882;4;"Niedersachsen.Hamburg.Bremen";8.1;33.2;NA
1882;4;"Nordrhein.Westfalen";8.5;45.3;NA
1882;4;"Rheinland.Pfalz";8.1;50.2;NA
1882;4;"Schleswig.Holstein";7.5;37.3;NA
1882;4;"Saarland";8.4;60.9;NA
1882;4;"Sachsen";7.2;51.1;NA
1882;4;"Sachsen.Anhalt";8.2;29;NA
1882;4;"Thueringen.Sachsen.Anhalt";7.6;35.2;NA
1882;4;"Deutschland";7.7;44.6;NA
1882;4;"Thueringen";7;43.1;NA
1882;5;"Brandenburg.Berlin";12.2;48.9;NA
1882;5;"Brandenburg";12.2;48.9;NA
1882;5;"Baden.Wuerttemberg";12.1;86.1;NA
1882;5;"Bayern";11.6;77;NA
1882;5;"Hessen";11.9;57.8;NA
1882;5;"Mecklenburg.Vorpommern";11.4;33.2;NA
1882;5;"Niedersachsen";12.3;39.7;NA
1882;5;"Niedersachsen.Hamburg.Bremen";12.3;39.8;NA
1882;5;"Nordrhein.Westfalen";12.5;54.1;NA
1882;5;"Rheinland.Pfalz";12.3;63.1;NA
1882;5;"Schleswig.Holstein";11.9;43;NA
1882;5;"Saarland";12.6;65.4;NA
1882;5;"Sachsen";11.3;77;NA
1882;5;"Sachsen.Anhalt";12.3;44.2;NA
1882;5;"Thueringen.Sachsen.Anhalt";11.8;49.4;NA
1882;5;"Thueringen";11.2;55.9;NA
1882;5;"Deutschland";12;59.1;NA
1882;6;"Brandenburg.Berlin";15.1;82.2;NA
1882;6;"Brandenburg";15;81.9;NA
1882;6;"Baden.Wuerttemberg";14.1;134.9;NA
1882;6;"Bayern";13.6;121.6;NA
1882;6;"Hessen";14.1;120.9;NA
1882;6;"Mecklenburg.Vorpommern";14.9;74.2;NA
1882;6;"Niedersachsen";14.7;105.2;NA
1882;6;"Niedersachsen.Hamburg.Bremen";14.8;104.7;NA
1882;6;"Nordrhein.Westfalen";14.5;153.6;NA
1882;6;"Rheinland.Pfalz";14.3;106.9;NA
1882;6;"Schleswig.Holstein";15.1;79.9;NA
1882;6;"Saarland";14.5;100.1;NA
1882;6;"Sachsen";13.8;104.9;NA
1882;6;"Sachsen.Anhalt";14.9;80.8;NA
1882;6;"Thueringen.Sachsen.Anhalt";14.4;91.4;NA
1882;6;"Thueringen";13.8;104.7;NA
1882;6;"Deutschland";14.3;110.4;NA
1882;7;"Brandenburg.Berlin";18.4;130.7;NA
1882;7;"Brandenburg";18.4;130.6;NA
1882;7;"Baden.Wuerttemberg";15.7;167.2;NA
1882;7;"Bayern";15.8;172.4;NA
1882;7;"Hessen";16.3;174;NA
1882;7;"Mecklenburg.Vorpommern";17.9;83.4;NA
1882;7;"Niedersachsen";17.3;110.6;NA
1882;7;"Niedersachsen.Hamburg.Bremen";17.3;110.2;NA
1882;7;"Nordrhein.Westfalen";16.9;134.8;NA
1882;7;"Rheinland.Pfalz";16.1;157.5;NA
1882;7;"Schleswig.Holstein";17.6;87.6;NA
1882;7;"Saarland";16.2;175.6;NA
1882;7;"Sachsen";17;185.8;NA
1882;7;"Sachsen.Anhalt";17.9;140.1;NA
1882;7;"Thueringen.Sachsen.Anhalt";17.1;150.1;NA
1882;7;"Thueringen";16.2;162.7;NA
1882;7;"Deutschland";16.8;144.5;NA
1882;8;"Brandenburg.Berlin";15.9;78.7;NA
1882;8;"Brandenburg";15.9;78.7;NA
1882;8;"Baden.Wuerttemberg";14.8;98.9;NA
1882;8;"Bayern";14;110.9;NA
1882;8;"Hessen";14.6;102.6;NA
1882;8;"Mecklenburg.Vorpommern";15.7;92.4;NA
1882;8;"Niedersachsen";15.1;115.8;NA
1882;8;"Niedersachsen.Hamburg.Bremen";15.2;115.5;NA
1882;8;"Nordrhein.Westfalen";15.1;119.9;NA
1882;8;"Rheinland.Pfalz";15.1;96.6;NA
1882;8;"Schleswig.Holstein";15.7;124.5;NA
1882;8;"Saarland";15.3;96.8;NA
1882;8;"Sachsen";14.4;93.8;NA
1882;8;"Sachsen.Anhalt";15.3;76.6;NA
1882;8;"Thueringen.Sachsen.Anhalt";14.7;82.5;NA
1882;8;"Thueringen";13.9;89.8;NA
1882;8;"Deutschland";14.9;102.6;NA
1882;9;"Brandenburg.Berlin";14.8;72.7;NA
1882;9;"Brandenburg";14.7;72.6;NA
1882;9;"Baden.Wuerttemberg";12.1;168.9;NA
1882;9;"Bayern";12;112.5;NA
1882;9;"Hessen";12.6;97;NA
1882;9;"Mecklenburg.Vorpommern";14.5;34.7;NA
1882;9;"Niedersachsen";13.7;51.1;NA
1882;9;"Niedersachsen.Hamburg.Bremen";13.7;50.7;NA
1882;9;"Nordrhein.Westfalen";13.3;86.4;NA
1882;9;"Rheinland.Pfalz";12.7;137.5;NA
1882;9;"Schleswig.Holstein";14.2;52.1;NA
1882;9;"Saarland";12.8;160.6;NA
1882;9;"Sachsen";13.5;127.5;NA
1882;9;"Sachsen.Anhalt";14;67.7;NA
1882;9;"Thueringen.Sachsen.Anhalt";13.3;78.2;NA
1882;9;"Thueringen";12.4;91.3;NA
1882;9;"Deutschland";13.1;94.4;NA
1882;10;"Brandenburg.Berlin";8.8;38.3;NA
1882;10;"Brandenburg";8.8;38.3;NA
1882;10;"Baden.Wuerttemberg";9.1;102.9;NA
1882;10;"Bayern";8.3;85.1;NA
1882;10;"Hessen";9.1;74.4;NA
1882;10;"Mecklenburg.Vorpommern";8.4;28.5;NA
1882;10;"Niedersachsen";9;39.3;NA
1882;10;"Niedersachsen.Hamburg.Bremen";9;39.4;NA
1882;10;"Nordrhein.Westfalen";9.7;58.6;NA
1882;10;"Rheinland.Pfalz";9.6;87.1;NA
1882;10;"Schleswig.Holstein";9.2;67.8;NA
1882;10;"Saarland";9.7;93.6;NA
1882;10;"Sachsen";8.5;64.3;NA
1882;10;"Sachsen.Anhalt";8.9;37.1;NA
1882;10;"Thueringen.Sachsen.Anhalt";8.6;46.8;NA
1882;10;"Thueringen";8.2;59.1;NA
1882;10;"Deutschland";8.9;64.3;NA
1882;11;"Brandenburg.Berlin";4;62.1;NA
1882;11;"Brandenburg";4;62;NA
1882;11;"Baden.Wuerttemberg";4.3;205;NA
1882;11;"Bayern";3.2;146.2;NA
1882;11;"Hessen";4.3;144.1;NA
1882;11;"Mecklenburg.Vorpommern";3.4;70;NA
1882;11;"Niedersachsen";4.1;89.1;NA
1882;11;"Niedersachsen.Hamburg.Bremen";4.1;89.2;NA
1882;11;"Nordrhein.Westfalen";4.7;131.3;NA
1882;11;"Rheinland.Pfalz";4.8;176.5;NA
1882;11;"Schleswig.Holstein";3.6;113.4;NA
1882;11;"Saarland";4.9;227.6;NA
1882;11;"Sachsen";3.4;82.9;NA
1882;11;"Sachsen.Anhalt";4;60;NA
1882;11;"Thueringen.Sachsen.Anhalt";3.7;80.4;NA
1882;11;"Thueringen";3.4;105.9;NA
1882;11;"Deutschland";3.9;121.5;NA
1882;12;"Brandenburg.Berlin";0.5;45.7;NA
1882;12;"Brandenburg";0.5;45.6;NA
1882;12;"Baden.Wuerttemberg";1;133.5;NA
1882;12;"Bayern";-0.4;119.1;NA
1882;12;"Hessen";1;94.9;NA
1882;12;"Mecklenburg.Vorpommern";-0.3;27;NA
1882;12;"Niedersachsen";0.9;49.3;NA
1882;12;"Niedersachsen.Hamburg.Bremen";0.9;49.1;NA
1882;12;"Nordrhein.Westfalen";2;104.6;NA
1882;12;"Rheinland.Pfalz";1.8;96.5;NA
1882;12;"Schleswig.Holstein";0.1;45.1;NA
1882;12;"Saarland";1.9;113.1;NA
1882;12;"Sachsen";0.3;76.4;NA
1882;12;"Sachsen.Anhalt";0.5;43;NA
1882;12;"Thueringen.Sachsen.Anhalt";0.3;58.3;NA
1882;12;"Thueringen";0.1;77.5;NA
1882;12;"Deutschland";0.6;83;NA
1883;1;"Brandenburg.Berlin";-0.4;29.2;NA
1883;1;"Brandenburg";-0.4;29.1;NA
1883;1;"Baden.Wuerttemberg";-0.1;43.4;NA
1883;1;"Bayern";-1.5;50;NA
1883;1;"Hessen";0;50;NA
1883;1;"Mecklenburg.Vorpommern";-0.7;28.4;NA
1883;1;"Niedersachsen";0.3;38.5;NA
1883;1;"Niedersachsen.Hamburg.Bremen";0.3;38.5;NA
1883;1;"Nordrhein.Westfalen";1.3;56.3;NA
1883;1;"Rheinland.Pfalz";0.5;45.5;NA
1883;1;"Schleswig.Holstein";-0.1;41.8;NA
1883;1;"Saarland";0.6;54;NA
1883;1;"Sachsen";-1.2;37.6;NA
1883;1;"Sachsen.Anhalt";-0.4;27.9;NA
1883;1;"Thueringen.Sachsen.Anhalt";-0.7;33.2;NA
1883;1;"Thueringen";-1.1;39.7;NA
1883;1;"Deutschland";-0.3;42.2;NA
1883;2;"Brandenburg.Berlin";1.6;15.7;NA
1883;2;"Brandenburg";1.6;15.6;NA
1883;2;"Baden.Wuerttemberg";2.7;40.4;NA
1883;2;"Bayern";0.9;28.3;NA
1883;2;"Hessen";2.9;25.7;NA
1883;2;"Mecklenburg.Vorpommern";1.6;9.9;NA
1883;2;"Niedersachsen";3.3;23.8;NA
1883;2;"Niedersachsen.Hamburg.Bremen";3.3;23.8;NA
1883;2;"Nordrhein.Westfalen";4.2;38.6;NA
1883;2;"Rheinland.Pfalz";3.4;32.5;NA
1883;2;"Schleswig.Holstein";2.5;23.5;NA
1883;2;"Saarland";4;32.2;NA
1883;2;"Sachsen";1.1;24;NA
1883;2;"Sachsen.Anhalt";2.1;15.6;NA
1883;2;"Thueringen.Sachsen.Anhalt";2;17.3;NA
1883;2;"Thueringen";1.9;19.3;NA
1883;2;"Deutschland";2.3;26.1;NA
1883;3;"Brandenburg.Berlin";-2.2;15.4;NA
1883;3;"Brandenburg";-2.2;15.4;NA
1883;3;"Baden.Wuerttemberg";-0.8;64;NA
1883;3;"Bayern";-2.4;40.8;NA
1883;3;"Hessen";-1.5;35.4;NA
1883;3;"Mecklenburg.Vorpommern";-2.2;11.4;NA
1883;3;"Niedersachsen";-1.2;25.9;NA
1883;3;"Niedersachsen.Hamburg.Bremen";-1.2;25.8;NA
1883;3;"Nordrhein.Westfalen";-0.5;36.5;NA
1883;3;"Rheinland.Pfalz";-0.7;43.8;NA
1883;3;"Schleswig.Holstein";-1.1;16.1;NA
1883;3;"Saarland";0;53;NA
1883;3;"Sachsen";-3;27.1;NA
1883;3;"Sachsen.Anhalt";-2;17.5;NA
1883;3;"Thueringen.Sachsen.Anhalt";-2.4;22.2;NA
1883;3;"Thueringen";-2.9;28;NA
1883;3;"Deutschland";-1.7;32.8;NA
1883;4;"Brandenburg.Berlin";5.9;18;NA
1883;4;"Brandenburg";5.9;18;NA
1883;4;"Baden.Wuerttemberg";6.8;34.7;NA
1883;4;"Bayern";5.2;28.8;NA
1883;4;"Hessen";6.4;14.9;NA
1883;4;"Mecklenburg.Vorpommern";5.3;21.5;NA
1883;4;"Niedersachsen";6.5;13.2;NA
1883;4;"Niedersachsen.Hamburg.Bremen";6.5;13.1;NA
1883;4;"Nordrhein.Westfalen";7.4;11.4;NA
1883;4;"Rheinland.Pfalz";7.2;18.3;NA
1883;4;"Schleswig.Holstein";5.9;10;NA
1883;4;"Saarland";7.7;20.4;NA
1883;4;"Sachsen";4.9;21.7;NA
1883;4;"Sachsen.Anhalt";6;18.3;NA
1883;4;"Thueringen.Sachsen.Anhalt";5.5;19.4;NA
1883;4;"Thueringen";4.8;20.7;NA
1883;4;"Deutschland";6.1;20.6;NA
1883;5;"Brandenburg.Berlin";12.8;46;NA
1883;5;"Brandenburg";12.8;46;NA
1883;5;"Baden.Wuerttemberg";12.6;75.5;NA
1883;5;"Bayern";12;69.5;NA
1883;5;"Hessen";12.4;47.2;NA
1883;5;"Mecklenburg.Vorpommern";11.9;40.4;NA
1883;5;"Niedersachsen";12.5;40.5;NA
1883;5;"Niedersachsen.Hamburg.Bremen";12.5;40.4;NA
1883;5;"Nordrhein.Westfalen";12.9;35.3;NA
1883;5;"Rheinland.Pfalz";12.6;38;NA
1883;5;"Schleswig.Holstein";12;37.3;NA
1883;5;"Saarland";13.1;40.5;NA
1883;5;"Sachsen";11.9;51.7;NA
1883;5;"Sachsen.Anhalt";13;48.6;NA
1883;5;"Thueringen.Sachsen.Anhalt";12.6;50.8;NA
1883;5;"Thueringen";12.1;53.5;NA
1883;5;"Deutschland";12.4;51.5;NA
1883;6;"Brandenburg.Berlin";17.4;33.2;NA
1883;6;"Brandenburg";17.4;33.1;NA
1883;6;"Baden.Wuerttemberg";15.7;77.1;NA
1883;6;"Bayern";15.5;120.3;NA
1883;6;"Hessen";16.3;34.2;NA
1883;6;"Mecklenburg.Vorpommern";16.3;23.6;NA
1883;6;"Niedersachsen";16.3;30.9;NA
1883;6;"Niedersachsen.Hamburg.Bremen";16.3;30.7;NA
1883;6;"Nordrhein.Westfalen";16.5;44.7;NA
1883;6;"Rheinland.Pfalz";16.4;34.8;NA
1883;6;"Schleswig.Holstein";15.9;27.5;NA
1883;6;"Saarland";16.6;32;NA
1883;6;"Sachsen";16.5;59.9;NA
1883;6;"Sachsen.Anhalt";17.2;30.1;NA
1883;6;"Thueringen.Sachsen.Anhalt";16.7;35.3;NA
1883;6;"Deutschland";16.2;56.5;NA
1883;6;"Thueringen";16.1;41.8;NA
1883;7;"Brandenburg.Berlin";18.3;87.9;NA
1883;7;"Brandenburg";18.3;87.9;NA
1883;7;"Baden.Wuerttemberg";16;145.4;NA
1883;7;"Bayern";15.9;136.1;NA
1883;7;"Hessen";16.2;116.5;NA
1883;7;"Mecklenburg.Vorpommern";17.7;81.4;NA
1883;7;"Niedersachsen";16.8;107.6;NA
1883;7;"Niedersachsen.Hamburg.Bremen";16.8;107.5;NA
